serial_number,type,model,id_code,tag_code_space,owner_pi,id_pk,activation_date,min_delay,max_delay,power,end_date,file,estimated_lifetime,sensor_type,frequency,acoustic_tag_type,min_delay_step2,max_delay_step2,power_step2,min_delay_step3,max_delay_step3,power_step3,duration_step1,duration_step2,duration_step3,manufacturer_fk,intercept,slope,owner_group_fk,thelma_converted_code,financing_project_fk,acceleration_on_sec_step1,acceleration_on_sec_step2,acceleration_on_sec_step3,min_delay_step4,max_delay_step4,power_step4,duration_step4,acceleration_on_sec_step4,range,units,accelerometer_algoritm,accelerometer_samples_per_second,sensor_transmit_ratio,tag_full_id,status,projectcode,scientific_name,animal_id_pk
1272882,Acoustic,V13-1x,30342,A69-1602,PIETERJAN VERHELST,1913,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30342,active,2015_phd_verhelst,Anguilla anguilla,2422
1272881,Acoustic,V13-1x,30341,A69-1602,PIETERJAN VERHELST,1912,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30341,active,2015_phd_verhelst,Anguilla anguilla,2423
1272880,Acoustic,V13-1x,30340,A69-1602,PIETERJAN VERHELST,1911,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30340,active,2015_phd_verhelst,Anguilla anguilla,2424
1272885,Acoustic,V13-1x,30345,A69-1602,PIETERJAN VERHELST,1916,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30345,active,2015_phd_verhelst,Anguilla anguilla,2425
1272886,Acoustic,V13-1x,30346,A69-1602,PIETERJAN VERHELST,1917,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30346,active,2015_phd_verhelst,Anguilla anguilla,2426
1272887,Acoustic,V13-1x,30347,A69-1602,PIETERJAN VERHELST,1918,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30347,active,2015_phd_verhelst,Anguilla anguilla,2427
1272888,Acoustic,V13-1x,30348,A69-1602,PIETERJAN VERHELST,1919,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30348,active,2015_phd_verhelst,Anguilla anguilla,2428
1272889,Acoustic,V13-1x,30349,A69-1602,PIETERJAN VERHELST,1920,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30349,active,2015_phd_verhelst,Anguilla anguilla,2429
1272890,Acoustic,V13-1x,30350,A69-1602,PIETERJAN VERHELST,1921,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30350,active,2015_phd_verhelst,Anguilla anguilla,2430
1272891,Acoustic,V13-1x,30351,A69-1602,PIETERJAN VERHELST,1922,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30351,active,2015_phd_verhelst,Anguilla anguilla,2431
1272892,Acoustic,V13-1x,30352,A69-1602,PIETERJAN VERHELST,1923,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30352,active,2015_phd_verhelst,Anguilla anguilla,2432
1272896,Acoustic,V13-1x,30356,A69-1602,PIETERJAN VERHELST,1927,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30356,active,2015_phd_verhelst,Anguilla anguilla,2433
1272895,Acoustic,V13-1x,30355,A69-1602,PIETERJAN VERHELST,1926,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30355,active,2015_phd_verhelst,Anguilla anguilla,2777
1272902,Acoustic,V13-1x,30362,A69-1602,PIETERJAN VERHELST,1933,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30362,active,2015_phd_verhelst,Anguilla anguilla,2778
1278974,Acoustic,V13AP-1x-069k-1-0017m,1834,A69-9006,Raf Baeyens,2249,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1834,ended,2013_albertkanaal,Anguilla anguilla,2779
1278975,Acoustic,V13AP-1x-069k-1-0017m,1836,A69-9006,Raf Baeyens,2251,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1836,ended,2013_albertkanaal,Anguilla anguilla,2780
1278976,Acoustic,V13AP-1x-069k-1-0017m,1838,A69-9006,Raf Baeyens,2253,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1838,ended,2013_albertkanaal,Anguilla anguilla,2781
1278977,Acoustic,V13AP-1x-069k-1-0017m,1840,A69-9006,Raf Baeyens,2255,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1840,ended,2013_albertkanaal,Anguilla anguilla,2782
1278978,Acoustic,V13AP-1x-069k-1-0017m,1842,A69-9006,Raf Baeyens,2257,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1842,ended,2013_albertkanaal,Anguilla anguilla,2783
1278979,Acoustic,V13AP-1x-069k-1-0017m,1844,A69-9006,Raf Baeyens,2259,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1844,ended,2013_albertkanaal,Anguilla anguilla,2784
1278980,Acoustic,V13AP-1x-069k-1-0017m,1846,A69-9006,Raf Baeyens,2261,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1846,ended,2013_albertkanaal,Anguilla anguilla,2785
1278981,Acoustic,V13AP-1x-069k-1-0017m,1848,A69-9006,Raf Baeyens,2263,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1848,ended,2013_albertkanaal,Anguilla anguilla,2786
1278982,Acoustic,V13AP-1x-069k-1-0017m,1850,A69-9006,Raf Baeyens,2265,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1850,ended,2013_albertkanaal,Anguilla anguilla,2787
1278983,Acoustic,V13AP-1x-069k-1-0017m,1852,A69-9006,Raf Baeyens,2267,,17,33,L,,,183,A,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-9006-1852,ended,2013_albertkanaal,Anguilla anguilla,2788
1264440,Acoustic,V13-1x,64883,A69-1601,RAF BAEYENS,1454,,40,80,H,,,782,,069k,animal,40,80,L,,,,120,662,,1,,,4,,,,,,,,,,,,,,,,A69-1601-64883,available,2015_phd_verhelst,Anguilla anguilla,3208
1264436,Acoustic,V13-1x,64879,A69-1601,RAF BAEYENS,1450,,40,80,H,,,782,,069k,animal,40,80,L,,,,120,662,,1,,,4,,,,,,,,,,,,,,,,A69-1601-64879,available,2015_phd_verhelst,Anguilla anguilla,3209
1264437,Acoustic,V13-1x,64880,A69-1601,RAF BAEYENS,1451,,40,80,H,,,782,,069k,animal,40,80,L,,,,120,662,,1,,,4,,,,,,,,,,,,,,,,A69-1601-64880,available,2015_phd_verhelst,Anguilla anguilla,3210
1264439,Acoustic,V13-1x,64882,A69-1601,RAF BAEYENS,1453,,40,80,H,,,782,,069k,animal,40,80,L,,,,120,662,,1,,,4,,,,,,,,,,,,,,,,A69-1601-64882,available,2015_phd_verhelst,Anguilla anguilla,3211
1264438,Acoustic,V13-1x,64881,A69-1601,RAF BAEYENS,1452,,40,80,H,,,782,,069k,animal,40,80,L,,,,120,662,,1,,,4,,,,,,,,,,,,,,,,A69-1601-64881,available,2015_phd_verhelst,Anguilla anguilla,3212
1272893,Acoustic,V13-1x,30353,A69-1602,PIETERJAN VERHELST,1924,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30353,available,2015_phd_verhelst,Anguilla anguilla,3213
1272897,Acoustic,V13-1x,30357,A69-1602,PIETERJAN VERHELST,1928,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30357,available,2015_phd_verhelst,Anguilla anguilla,3527
1272898,Acoustic,V13-1x,30358,A69-1602,PIETERJAN VERHELST,1929,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30358,available,2015_phd_verhelst,Anguilla anguilla,3528
1272894,Acoustic,V13-1x,30354,A69-1602,PIETERJAN VERHELST,1925,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30354,available,2015_phd_verhelst,Anguilla anguilla,3529
1272899,Acoustic,V13-1x,30359,A69-1602,PIETERJAN VERHELST,1930,,60,100,H,,,1022,,069k,animal,60,100,L,,,L,120,906,365,1,,,4,,,,,,,,,,,,,,,,A69-1602-30359,available,2015_phd_verhelst,Anguilla anguilla,3530
1171752,Acoustic,V13-1x,26506,A69-1601,ANS MOUTON,371,,80,160,L,,allTags_readyForDb.csv,1582,,069k,animal,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,A69-1601-26506,available,2015_phd_verhelst,Anguilla anguilla,3531
