type,modified,language,license,rightsHolder,institutionCode,datasetID,datasetName,basisOfRecord,eventID,samplingProtocol,eventDate,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,occurrenceID,recordedBy,scientificName,kingdom,phylum,vernacularName,taxonRank
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:625:event-capture,double fyke nets,2015-08-12T14:08:44Z,ZEESCHELDE (BERGENMEERSEN. WICHELEN),51.019006,3.969421,WGS84,30,2015_phd_verhelst:625:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:595:event-capture,double fyke nets,2015-08-12T13:16:18Z,ZEESCHELDE (BERGENMEERSEN. WICHELEN),51.019006,3.969421,WGS84,30,2015_phd_verhelst:595:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:596:event-capture,double fyke nets,2015-08-12T13:21:18Z,ZEESCHELDE (BERGENMEERSEN. WICHELEN),51.019006,3.969421,WGS84,30,2015_phd_verhelst:596:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:597:event-capture,double fyke nets,2015-08-12T13:39:35Z,ZEESCHELDE (BERGENMEERSEN. WICHELEN),51.019006,3.969421,WGS84,30,2015_phd_verhelst:597:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:605:event-capture,double fyke nets,2015-09-16T12:08:53Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:605:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:606:event-capture,double fyke nets,2015-09-16T12:12:24Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:606:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:607:event-capture,double fyke nets,2015-09-16T12:39:50Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:607:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:608:event-capture,double fyke nets,2015-09-16T12:47:53Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:608:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:609:event-capture,double fyke nets,2015-09-16T12:58:01Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:609:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:610:event-capture,double fyke nets,2015-09-16T13:09:06Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:610:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:611:event-capture,double fyke nets,2015-09-17T12:17:22Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:611:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:27:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:308:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:308:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:28:03Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:309:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:309:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:28:13Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:310:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:310:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:28:20Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:311:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:311:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:28:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:312:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:312:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:28:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:313:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:313:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:28:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:314:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:314:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:28:58Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:315:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:315:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:29:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:316:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:316:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:27:48Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:307:event-capture,,2014-10-01T00:00:00Z,Turbinefuik Ham,51.097779,5.105165,WGS84,30,2013_albertkanaal:307:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:29:23Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:319:event-capture,,2014-10-08T00:00:00Z,SO Diepenbeek afvoerriool,50.9380396,5.4373164,WGS84,30,2013_albertkanaal:319:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:30:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:324:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:324:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:31:02Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:325:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:325:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:31:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:326:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:326:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:31:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:327:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:327:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:31:23Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:328:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:328:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:31:29Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:329:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:329:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:31:35Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:330:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:330:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:31:42Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:331:event-capture,,2014-10-08T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:331:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:34:27Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:337:event-capture,,2014-10-09T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:337:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:33:12Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:338:event-capture,,2014-10-09T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:338:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:33:06Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:339:event-capture,,2014-10-09T00:00:00Z,SO Diepenbeek afvoerriool,50.9380396,5.4373164,WGS84,30,2013_albertkanaal:339:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:33:00Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:340:event-capture,,2014-10-09T00:00:00Z,SO Diepenbeek afvoerriool,50.9380396,5.4373164,WGS84,30,2013_albertkanaal:340:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:32:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:341:event-capture,,2014-10-09T00:00:00Z,SO Hasselt afvoerriool,50.9406125,5.3743823,WGS84,30,2013_albertkanaal:341:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:32:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:345:event-capture,,2014-10-10T00:00:00Z,SO Hasselt afvoerriool,50.9406125,5.3743823,WGS84,30,2013_albertkanaal:345:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:32:19Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:346:event-capture,,2014-10-10T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:346:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:32:14Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:347:event-capture,,2014-10-10T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:347:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-14T10:32:07Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:348:event-capture,,2014-10-10T00:00:00Z,SO Genk afvoerriool,50.9356423,5.4970086,WGS84,30,2013_albertkanaal:348:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:29:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:356:event-capture,,2014-10-14T00:00:00Z,Genk,,,WGS84,30,2013_albertkanaal:356:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:30:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:357:event-capture,,2014-10-14T00:00:00Z,Genk,,,WGS84,30,2013_albertkanaal:357:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-12-08T08:30:55Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:358:event-capture,,2014-10-14T00:00:00Z,Genk,,,WGS84,30,2013_albertkanaal:358:occurrence-capture,40,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:621:event-capture,double fyke nets,2015-10-20T12:13:34Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:621:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:622:event-capture,double fyke nets,2015-10-20T12:34:24Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:622:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:623:event-capture,double fyke nets,2015-10-20T13:16:23Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:623:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:624:event-capture,double fyke nets,2015-10-20T14:16:58Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:624:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-19T15:04:03Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2330:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2330:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T14:52:38Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2340:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2340:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T15:16:05Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2351:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2351:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-19T15:20:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2013_albertkanaal:2358:event-capture,,2017-03-30T10:00:00Z,kwekerij Erezee,,,WGS84,30,2013_albertkanaal:2358:occurrence-capture,,Salmo salar,Animalia,Chordata,Atlantic salmon,species
event,2019-03-13T14:21:01Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:3209:event-capture,double fyke nets,2018-08-21T12:00:00Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:3209:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2017-09-15T14:03:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:2411:event-capture,double fyke nets,2017-09-15T12:18:00Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:2411:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-03-13T14:21:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,2015_phd_verhelst:2777:event-capture,double fyke nets,2017-11-22T12:00:00Z,ZEESCHELDE (RINGVAART. MERELBEKE),51.006946,3.75252,WGS84,30,2015_phd_verhelst:2777:occurrence-capture,10,Anguilla anguilla,Animalia,Chordata,European eel,species
event,2019-04-11T06:29:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:681:event-surgery,surgery,2010-01-10T00:00:00Z,D5,,,WGS84,30,phd_reubens:681:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:59:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:682:event-surgery,surgery,2010-01-10T00:00:00Z,D5,,,WGS84,30,phd_reubens:682:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-11T06:29:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:683:event-surgery,surgery,2010-01-10T00:00:00Z,D5,,,WGS84,30,phd_reubens:683:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:55:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:684:event-surgery,surgery,2011-07-27T00:00:00Z,tss D5 en D6,,,WGS84,30,phd_reubens:684:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-12T06:49:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,homarus:251:event-surgery,surgery,2014-09-04T00:00:00Z,Reefballs Belwind,,,WGS84,30,homarus:251:occurrence-capture,30,Homarus gammarus,Animalia,Chordata,European lobster,species
event,2019-04-12T06:49:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,homarus:252:event-surgery,surgery,2014-09-04T00:00:00Z,Reefballs Belwind,,,WGS84,30,homarus:252:occurrence-capture,30,Homarus gammarus,Animalia,Chordata,European lobster,species
event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:685:event-surgery,surgery,2011-05-24T00:00:00Z,D6,,,WGS84,30,phd_reubens:685:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:53:33Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:686:event-surgery,surgery,2011-07-06T00:00:00Z,D5,,,WGS84,30,phd_reubens:686:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:55:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:687:event-surgery,surgery,2011-05-24T00:00:00Z,tussen D5 en D6,,,WGS84,30,phd_reubens:687:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:53:50Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:688:event-surgery,surgery,2011-07-06T00:00:00Z,D5,,,WGS84,30,phd_reubens:688:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-10-04T10:01:53Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:689:event-surgery,surgery,2011-05-24T00:00:00Z,D5,,,WGS84,30,phd_reubens:689:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:690:event-surgery,surgery,2011-05-24T00:00:00Z,D5,,,WGS84,30,phd_reubens:690:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
event,2019-04-25T13:52:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,"","","",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),humanObservation,phd_reubens:691:event-surgery,surgery,2011-07-06T00:00:00Z,D5,,,WGS84,30,phd_reubens:691:occurrence-capture,30,Gadus morhua,Animalia,Chordata,Atlantic cod,species
