eventid,occurrenceid,scientificname,kingdom,vernacularname,sex,taxonrank
etn:2012_leopoldkanaal:452:event-release,etn:2012_leopoldkanaal:452:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:453:event-release,etn:2012_leopoldkanaal:453:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:454:event-release,etn:2012_leopoldkanaal:454:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:455:event-release,etn:2012_leopoldkanaal:455:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:461:event-release,etn:2012_leopoldkanaal:461:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:462:event-release,etn:2012_leopoldkanaal:462:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:387:event-release,etn:2012_leopoldkanaal:387:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:388:event-release,etn:2012_leopoldkanaal:388:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:392:event-release,etn:2012_leopoldkanaal:392:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:396:event-release,etn:2012_leopoldkanaal:396:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:399:event-release,etn:2012_leopoldkanaal:399:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:229:event-release,etn:2012_leopoldkanaal:229:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:397:event-release,etn:2012_leopoldkanaal:397:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:403:event-release,etn:2012_leopoldkanaal:403:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:442:event-release,etn:2012_leopoldkanaal:442:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:446:event-release,etn:2012_leopoldkanaal:446:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:478:event-release,etn:2012_leopoldkanaal:478:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:479:event-release,etn:2012_leopoldkanaal:479:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:480:event-release,etn:2012_leopoldkanaal:480:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:481:event-release,etn:2012_leopoldkanaal:481:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:482:event-release,etn:2012_leopoldkanaal:482:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:484:event-release,etn:2012_leopoldkanaal:484:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2012_leopoldkanaal:483:event-release,etn:2012_leopoldkanaal:483:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2272:event-release,etn:2013_albertkanaal:2272:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:720:event-release,etn:2013_albertkanaal:720:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:723:event-release,etn:2013_albertkanaal:723:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:722:event-release,etn:2013_albertkanaal:722:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:326:event-release,etn:2013_albertkanaal:326:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2266:event-release,etn:2013_albertkanaal:2266:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:330:event-release,etn:2013_albertkanaal:330:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2273:event-release,etn:2013_albertkanaal:2273:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:716:event-release,etn:2013_albertkanaal:716:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:727:event-release,etn:2013_albertkanaal:727:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:728:event-release,etn:2013_albertkanaal:728:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:714:event-release,etn:2013_albertkanaal:714:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:717:event-release,etn:2013_albertkanaal:717:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:718:event-release,etn:2013_albertkanaal:718:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:719:event-release,etn:2013_albertkanaal:719:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:729:event-release,etn:2013_albertkanaal:729:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2268:event-release,etn:2013_albertkanaal:2268:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2274:event-release,etn:2013_albertkanaal:2274:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:713:event-release,etn:2013_albertkanaal:713:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:331:event-release,etn:2013_albertkanaal:331:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:328:event-release,etn:2013_albertkanaal:328:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:325:event-release,etn:2013_albertkanaal:325:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:324:event-release,etn:2013_albertkanaal:324:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:334:event-release,etn:2013_albertkanaal:334:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:338:event-release,etn:2013_albertkanaal:338:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2351:event-release,etn:2013_albertkanaal:2351:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2352:event-release,etn:2013_albertkanaal:2352:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2353:event-release,etn:2013_albertkanaal:2353:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:346:event-release,etn:2013_albertkanaal:346:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2357:event-release,etn:2013_albertkanaal:2357:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:721:event-release,etn:2013_albertkanaal:721:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:329:event-release,etn:2013_albertkanaal:329:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2348:event-release,etn:2013_albertkanaal:2348:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2780:event-release,etn:2013_albertkanaal:2780:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2269:event-release,etn:2013_albertkanaal:2269:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2270:event-release,etn:2013_albertkanaal:2270:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:357:event-release,etn:2013_albertkanaal:357:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:358:event-release,etn:2013_albertkanaal:358:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2271:event-release,etn:2013_albertkanaal:2271:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:360:event-release,etn:2013_albertkanaal:360:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:316:event-release,etn:2013_albertkanaal:316:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:705:event-release,etn:2013_albertkanaal:705:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:704:event-release,etn:2013_albertkanaal:704:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:707:event-release,etn:2013_albertkanaal:707:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:708:event-release,etn:2013_albertkanaal:708:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:709:event-release,etn:2013_albertkanaal:709:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2785:event-release,etn:2013_albertkanaal:2785:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2282:event-release,etn:2013_albertkanaal:2282:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:350:event-release,etn:2013_albertkanaal:350:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2267:event-release,etn:2013_albertkanaal:2267:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:356:event-release,etn:2013_albertkanaal:356:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2786:event-release,etn:2013_albertkanaal:2786:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2280:event-release,etn:2013_albertkanaal:2280:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2788:event-release,etn:2013_albertkanaal:2788:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:715:event-release,etn:2013_albertkanaal:715:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2787:event-release,etn:2013_albertkanaal:2787:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:726:event-release,etn:2013_albertkanaal:726:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2284:event-release,etn:2013_albertkanaal:2284:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:725:event-release,etn:2013_albertkanaal:725:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:724:event-release,etn:2013_albertkanaal:724:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2283:event-release,etn:2013_albertkanaal:2283:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2276:event-release,etn:2013_albertkanaal:2276:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2288:event-release,etn:2013_albertkanaal:2288:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2285:event-release,etn:2013_albertkanaal:2285:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2277:event-release,etn:2013_albertkanaal:2277:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2287:event-release,etn:2013_albertkanaal:2287:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2784:event-release,etn:2013_albertkanaal:2784:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2286:event-release,etn:2013_albertkanaal:2286:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2289:event-release,etn:2013_albertkanaal:2289:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2281:event-release,etn:2013_albertkanaal:2281:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2783:event-release,etn:2013_albertkanaal:2783:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2782:event-release,etn:2013_albertkanaal:2782:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2781:event-release,etn:2013_albertkanaal:2781:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2279:event-release,etn:2013_albertkanaal:2279:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:349:event-release,etn:2013_albertkanaal:349:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:354:event-release,etn:2013_albertkanaal:354:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:353:event-release,etn:2013_albertkanaal:353:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2302:event-release,etn:2013_albertkanaal:2302:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2325:event-release,etn:2013_albertkanaal:2325:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2312:event-release,etn:2013_albertkanaal:2312:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2294:event-release,etn:2013_albertkanaal:2294:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2779:event-release,etn:2013_albertkanaal:2779:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:374:event-release,etn:2013_albertkanaal:374:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:375:event-release,etn:2013_albertkanaal:375:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:355:event-release,etn:2013_albertkanaal:355:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:518:event-release,etn:2013_albertkanaal:518:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:532:event-release,etn:2013_albertkanaal:532:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:533:event-release,etn:2013_albertkanaal:533:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:534:event-release,etn:2013_albertkanaal:534:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:535:event-release,etn:2013_albertkanaal:535:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:299:event-release,etn:2013_albertkanaal:299:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2195:event-release,etn:2013_albertkanaal:2195:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2181:event-release,etn:2013_albertkanaal:2181:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2179:event-release,etn:2013_albertkanaal:2179:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2356:event-release,etn:2013_albertkanaal:2356:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2187:event-release,etn:2013_albertkanaal:2187:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2188:event-release,etn:2013_albertkanaal:2188:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2183:event-release,etn:2013_albertkanaal:2183:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2203:event-release,etn:2013_albertkanaal:2203:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2214:event-release,etn:2013_albertkanaal:2214:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:327:event-release,etn:2013_albertkanaal:327:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:359:event-release,etn:2013_albertkanaal:359:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2275:event-release,etn:2013_albertkanaal:2275:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:712:event-release,etn:2013_albertkanaal:712:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:711:event-release,etn:2013_albertkanaal:711:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:710:event-release,etn:2013_albertkanaal:710:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:337:event-release,etn:2013_albertkanaal:337:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:336:event-release,etn:2013_albertkanaal:336:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:335:event-release,etn:2013_albertkanaal:335:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:333:event-release,etn:2013_albertkanaal:333:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:332:event-release,etn:2013_albertkanaal:332:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:352:event-release,etn:2013_albertkanaal:352:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:351:event-release,etn:2013_albertkanaal:351:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:517:event-release,etn:2013_albertkanaal:517:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:538:event-release,etn:2013_albertkanaal:538:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:539:event-release,etn:2013_albertkanaal:539:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:540:event-release,etn:2013_albertkanaal:540:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:541:event-release,etn:2013_albertkanaal:541:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:543:event-release,etn:2013_albertkanaal:543:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:544:event-release,etn:2013_albertkanaal:544:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:545:event-release,etn:2013_albertkanaal:545:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:546:event-release,etn:2013_albertkanaal:546:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:706:event-release,etn:2013_albertkanaal:706:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:550:event-release,etn:2013_albertkanaal:550:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:364:event-release,etn:2013_albertkanaal:364:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:551:event-release,etn:2013_albertkanaal:551:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:552:event-release,etn:2013_albertkanaal:552:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:289:event-release,etn:2013_albertkanaal:289:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:297:event-release,etn:2013_albertkanaal:297:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:298:event-release,etn:2013_albertkanaal:298:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:295:event-release,etn:2013_albertkanaal:295:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:296:event-release,etn:2013_albertkanaal:296:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2278:event-release,etn:2013_albertkanaal:2278:occurrence-capture,Anguilla anguilla,Animalia,European eel,female,species
etn:2013_albertkanaal:2216:event-release,etn:2013_albertkanaal:2216:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2204:event-release,etn:2013_albertkanaal:2204:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2180:event-release,etn:2013_albertkanaal:2180:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2184:event-release,etn:2013_albertkanaal:2184:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2193:event-release,etn:2013_albertkanaal:2193:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2331:event-release,etn:2013_albertkanaal:2331:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2334:event-release,etn:2013_albertkanaal:2334:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2335:event-release,etn:2013_albertkanaal:2335:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2336:event-release,etn:2013_albertkanaal:2336:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2337:event-release,etn:2013_albertkanaal:2337:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2339:event-release,etn:2013_albertkanaal:2339:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2349:event-release,etn:2013_albertkanaal:2349:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2341:event-release,etn:2013_albertkanaal:2341:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2344:event-release,etn:2013_albertkanaal:2344:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2350:event-release,etn:2013_albertkanaal:2350:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2354:event-release,etn:2013_albertkanaal:2354:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2343:event-release,etn:2013_albertkanaal:2343:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2178:event-release,etn:2013_albertkanaal:2178:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2338:event-release,etn:2013_albertkanaal:2338:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2333:event-release,etn:2013_albertkanaal:2333:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2355:event-release,etn:2013_albertkanaal:2355:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2346:event-release,etn:2013_albertkanaal:2346:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2345:event-release,etn:2013_albertkanaal:2345:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2340:event-release,etn:2013_albertkanaal:2340:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2342:event-release,etn:2013_albertkanaal:2342:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2330:event-release,etn:2013_albertkanaal:2330:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2332:event-release,etn:2013_albertkanaal:2332:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2347:event-release,etn:2013_albertkanaal:2347:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:520:event-release,etn:2013_albertkanaal:520:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:521:event-release,etn:2013_albertkanaal:521:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:522:event-release,etn:2013_albertkanaal:522:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:523:event-release,etn:2013_albertkanaal:523:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:524:event-release,etn:2013_albertkanaal:524:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:525:event-release,etn:2013_albertkanaal:525:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:526:event-release,etn:2013_albertkanaal:526:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:527:event-release,etn:2013_albertkanaal:527:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:528:event-release,etn:2013_albertkanaal:528:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:529:event-release,etn:2013_albertkanaal:529:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:530:event-release,etn:2013_albertkanaal:530:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:531:event-release,etn:2013_albertkanaal:531:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:536:event-release,etn:2013_albertkanaal:536:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:537:event-release,etn:2013_albertkanaal:537:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:548:event-release,etn:2013_albertkanaal:548:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:302:event-release,etn:2013_albertkanaal:302:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:303:event-release,etn:2013_albertkanaal:303:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:547:event-release,etn:2013_albertkanaal:547:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2176:event-release,etn:2013_albertkanaal:2176:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2182:event-release,etn:2013_albertkanaal:2182:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
etn:2013_albertkanaal:2175:event-release,etn:2013_albertkanaal:2175:occurrence-capture,Salmo salar,Animalia,Atlantic salmon,unknown,species
