eventID,occurrenceID,measurementType,measurementUnit,measurementValue
,2011_rivierprik:565:occurrence-capture,sex,,female
,2011_rivierprik:566:occurrence-capture,sex,,male
,2011_rivierprik:567:occurrence-capture,sex,,male
,2011_rivierprik:568:occurrence-capture,sex,,male
,2011_rivierprik:569:occurrence-capture,sex,,female
,2011_rivierprik:570:occurrence-capture,sex,,female
,2013_albertkanaal:704:occurrence-capture,sex,,female
,2011_rivierprik:572:occurrence-capture,sex,,female
,2011_rivierprik:573:occurrence-capture,sex,,female
,2011_rivierprik:574:occurrence-capture,sex,,male
,2011_rivierprik:575:occurrence-capture,sex,,female
,2011_rivierprik:576:occurrence-capture,sex,,female
,2011_rivierprik:577:occurrence-capture,sex,,female
,2011_rivierprik:578:occurrence-capture,sex,,female
,2011_rivierprik:579:occurrence-capture,sex,,male
,2011_rivierprik:580:occurrence-capture,sex,,female
,2011_rivierprik:581:occurrence-capture,sex,,male
,2011_rivierprik:582:occurrence-capture,sex,,female
,2011_rivierprik:583:occurrence-capture,sex,,male
,2011_rivierprik:584:occurrence-capture,sex,,female
,2011_rivierprik:585:occurrence-capture,sex,,male
,2011_rivierprik:586:occurrence-capture,sex,,male
,2011_rivierprik:587:occurrence-capture,sex,,male
,2011_rivierprik:588:occurrence-capture,sex,,female
,2011_rivierprik:589:occurrence-capture,sex,,female
,2013_albertkanaal:373:occurrence-capture,sex,,female
,2013_albertkanaal:515:occurrence-capture,sex,,unknown
,2011_rivierprik:590:occurrence-capture,sex,,female
,2011_rivierprik:591:occurrence-capture,sex,,female
,2011_rivierprik:592:occurrence-capture,sex,,female
,2011_rivierprik:594:occurrence-capture,sex,,female
,2012_leopoldkanaal:438:occurrence-capture,sex,,female
,2012_leopoldkanaal:439:occurrence-capture,sex,,female
,2012_leopoldkanaal:440:occurrence-capture,sex,,female
,2012_leopoldkanaal:441:occurrence-capture,sex,,female
,2012_leopoldkanaal:442:occurrence-capture,sex,,female
,2012_leopoldkanaal:443:occurrence-capture,sex,,female
,2012_leopoldkanaal:444:occurrence-capture,sex,,female
,2012_leopoldkanaal:445:occurrence-capture,sex,,female
,2012_leopoldkanaal:446:occurrence-capture,sex,,female
,2013_albertkanaal:2205:occurrence-capture,sex,,unknown
,2012_leopoldkanaal:447:occurrence-capture,sex,,female
,2012_leopoldkanaal:448:occurrence-capture,sex,,female
,2012_leopoldkanaal:449:occurrence-capture,sex,,female
,2012_leopoldkanaal:450:occurrence-capture,sex,,female
,2012_leopoldkanaal:451:occurrence-capture,sex,,female
,2012_leopoldkanaal:452:occurrence-capture,sex,,female
,2012_leopoldkanaal:453:occurrence-capture,sex,,female
,2012_leopoldkanaal:454:occurrence-capture,sex,,female
,2012_leopoldkanaal:455:occurrence-capture,sex,,female
,2012_leopoldkanaal:456:occurrence-capture,sex,,female
,2012_leopoldkanaal:457:occurrence-capture,sex,,female
,2012_leopoldkanaal:458:occurrence-capture,sex,,female
,2012_leopoldkanaal:459:occurrence-capture,sex,,female
,2012_leopoldkanaal:460:occurrence-capture,sex,,female
,2012_leopoldkanaal:461:occurrence-capture,sex,,female
,2012_leopoldkanaal:462:occurrence-capture,sex,,female
,2012_leopoldkanaal:463:occurrence-capture,sex,,female
,2012_leopoldkanaal:464:occurrence-capture,sex,,female
,2012_leopoldkanaal:465:occurrence-capture,sex,,female
,2012_leopoldkanaal:466:occurrence-capture,sex,,female
,2012_leopoldkanaal:467:occurrence-capture,sex,,female
,2012_leopoldkanaal:468:occurrence-capture,sex,,female
,2012_leopoldkanaal:469:occurrence-capture,sex,,female
,2012_leopoldkanaal:470:occurrence-capture,sex,,female
,2012_leopoldkanaal:471:occurrence-capture,sex,,female
,2012_leopoldkanaal:472:occurrence-capture,sex,,female
,2012_leopoldkanaal:473:occurrence-capture,sex,,female
,2012_leopoldkanaal:474:occurrence-capture,sex,,female
,2012_leopoldkanaal:475:occurrence-capture,sex,,female
,2012_leopoldkanaal:476:occurrence-capture,sex,,female
,2012_leopoldkanaal:477:occurrence-capture,sex,,female
,2012_leopoldkanaal:478:occurrence-capture,sex,,female
,2012_leopoldkanaal:479:occurrence-capture,sex,,female
,2012_leopoldkanaal:480:occurrence-capture,sex,,female
,2012_leopoldkanaal:481:occurrence-capture,sex,,female
,2012_leopoldkanaal:482:occurrence-capture,sex,,female
,2012_leopoldkanaal:483:occurrence-capture,sex,,female
,2012_leopoldkanaal:484:occurrence-capture,sex,,female
,2012_leopoldkanaal:485:occurrence-capture,sex,,female
,2012_leopoldkanaal:486:occurrence-capture,sex,,female
,2012_leopoldkanaal:487:occurrence-capture,sex,,female
,2011_rivierprik:226:occurrence-capture,sex,,female
,2011_rivierprik:227:occurrence-capture,sex,,female
,2011_rivierprik:228:occurrence-capture,sex,,male
,2012_leopoldkanaal:229:occurrence-capture,sex,,female
,2012_leopoldkanaal:230:occurrence-capture,sex,,female
,2012_leopoldkanaal:231:occurrence-capture,sex,,female
,2012_leopoldkanaal:232:occurrence-capture,sex,,female
,2011_rivierprik:233:occurrence-capture,sex,,unknown
,2011_rivierprik:234:occurrence-capture,sex,,female
,2012_leopoldkanaal:387:occurrence-capture,sex,,female
,2012_leopoldkanaal:388:occurrence-capture,sex,,female
,2013_albertkanaal:389:occurrence-capture,sex,,female
,2012_leopoldkanaal:390:occurrence-capture,sex,,female
,2012_leopoldkanaal:391:occurrence-capture,sex,,female
,2012_leopoldkanaal:392:occurrence-capture,sex,,female
,2012_leopoldkanaal:393:occurrence-capture,sex,,female
,2012_leopoldkanaal:394:occurrence-capture,sex,,female
,2012_leopoldkanaal:395:occurrence-capture,sex,,female
,2012_leopoldkanaal:396:occurrence-capture,sex,,female
,2012_leopoldkanaal:397:occurrence-capture,sex,,female
,2012_leopoldkanaal:398:occurrence-capture,sex,,female
,2012_leopoldkanaal:399:occurrence-capture,sex,,female
,2012_leopoldkanaal:400:occurrence-capture,sex,,female
,2012_leopoldkanaal:401:occurrence-capture,sex,,female
,2012_leopoldkanaal:402:occurrence-capture,sex,,female
,2013_albertkanaal:285:occurrence-capture,sex,,unknown
,2012_leopoldkanaal:403:occurrence-capture,sex,,female
,2012_leopoldkanaal:404:occurrence-capture,sex,,female
,2012_leopoldkanaal:405:occurrence-capture,sex,,female
,2012_leopoldkanaal:406:occurrence-capture,sex,,female
,2012_leopoldkanaal:407:occurrence-capture,sex,,female
,2012_leopoldkanaal:408:occurrence-capture,sex,,female
,2012_leopoldkanaal:409:occurrence-capture,sex,,female
,2012_leopoldkanaal:410:occurrence-capture,sex,,female
,2012_leopoldkanaal:411:occurrence-capture,sex,,female
,2012_leopoldkanaal:412:occurrence-capture,sex,,female
,2012_leopoldkanaal:413:occurrence-capture,sex,,female
,2012_leopoldkanaal:414:occurrence-capture,sex,,female
,2012_leopoldkanaal:415:occurrence-capture,sex,,female
,2012_leopoldkanaal:416:occurrence-capture,sex,,female
,2012_leopoldkanaal:417:occurrence-capture,sex,,female
,2012_leopoldkanaal:418:occurrence-capture,sex,,female
,2012_leopoldkanaal:419:occurrence-capture,sex,,female
,2012_leopoldkanaal:420:occurrence-capture,sex,,female
,2012_leopoldkanaal:421:occurrence-capture,sex,,female
,2012_leopoldkanaal:422:occurrence-capture,sex,,female
,2012_leopoldkanaal:423:occurrence-capture,sex,,female
,2012_leopoldkanaal:424:occurrence-capture,sex,,female
,2012_leopoldkanaal:425:occurrence-capture,sex,,female
,2012_leopoldkanaal:426:occurrence-capture,sex,,female
,2012_leopoldkanaal:427:occurrence-capture,sex,,female
,2012_leopoldkanaal:428:occurrence-capture,sex,,female
,2012_leopoldkanaal:429:occurrence-capture,sex,,female
,2012_leopoldkanaal:430:occurrence-capture,sex,,female
,2012_leopoldkanaal:431:occurrence-capture,sex,,female
,2012_leopoldkanaal:432:occurrence-capture,sex,,female
,2012_leopoldkanaal:433:occurrence-capture,sex,,female
,2012_leopoldkanaal:434:occurrence-capture,sex,,female
,2012_leopoldkanaal:435:occurrence-capture,sex,,female
,2012_leopoldkanaal:436:occurrence-capture,sex,,female
,2012_leopoldkanaal:437:occurrence-capture,sex,,female
,2013_albertkanaal:374:occurrence-capture,sex,,female
,2013_albertkanaal:376:occurrence-capture,sex,,female
,2013_albertkanaal:375:occurrence-capture,sex,,female
,2013_albertkanaal:377:occurrence-capture,sex,,female
,2014_demer:382:occurrence-capture,sex,,female
,2014_demer:383:occurrence-capture,sex,,female
,2014_demer:384:occurrence-capture,sex,,male
,2014_demer:385:occurrence-capture,sex,,male
,2014_demer:386:occurrence-capture,sex,,male
,2013_albertkanaal:284:occurrence-capture,sex,,unknown
,2013_albertkanaal:286:occurrence-capture,sex,,unknown
,2013_albertkanaal:287:occurrence-capture,sex,,unknown
,2013_albertkanaal:288:occurrence-capture,sex,,unknown
,2013_albertkanaal:289:occurrence-capture,sex,,unknown
,2013_albertkanaal:290:occurrence-capture,sex,,unknown
,2013_albertkanaal:291:occurrence-capture,sex,,unknown
,2013_albertkanaal:292:occurrence-capture,sex,,unknown
,2013_albertkanaal:293:occurrence-capture,sex,,unknown
,2013_albertkanaal:294:occurrence-capture,sex,,unknown
,2013_albertkanaal:295:occurrence-capture,sex,,unknown
,2013_albertkanaal:296:occurrence-capture,sex,,unknown
,2013_albertkanaal:297:occurrence-capture,sex,,unknown
,2013_albertkanaal:298:occurrence-capture,sex,,unknown
,2013_albertkanaal:299:occurrence-capture,sex,,unknown
,2013_albertkanaal:300:occurrence-capture,sex,,unknown
,2013_albertkanaal:301:occurrence-capture,sex,,unknown
,2013_albertkanaal:302:occurrence-capture,sex,,unknown
,2013_albertkanaal:303:occurrence-capture,sex,,unknown
,2014_demer:304:occurrence-capture,sex,,female
,2014_demer:305:occurrence-capture,sex,,male
,phd_reubens:663:occurrence-capture,sex,,unknown
,phd_reubens:664:occurrence-capture,sex,,unknown
,phd_reubens:665:occurrence-capture,sex,,unknown
,phd_reubens:666:occurrence-capture,sex,,unknown
,phd_reubens:667:occurrence-capture,sex,,unknown
,phd_reubens:668:occurrence-capture,sex,,unknown
,phd_reubens:669:occurrence-capture,sex,,unknown
,phd_reubens:670:occurrence-capture,sex,,unknown
,2014_demer:306:occurrence-capture,sex,,unknown
,2013_albertkanaal:2174:occurrence-capture,sex,,unknown
,2013_albertkanaal:2175:occurrence-capture,sex,,unknown
,2013_albertkanaal:2176:occurrence-capture,sex,,unknown
,2013_albertkanaal:2177:occurrence-capture,sex,,unknown
,2013_albertkanaal:2178:occurrence-capture,sex,,unknown
,2013_albertkanaal:2179:occurrence-capture,sex,,unknown
,2013_albertkanaal:2180:occurrence-capture,sex,,unknown
,2013_albertkanaal:2181:occurrence-capture,sex,,unknown
,2013_albertkanaal:2182:occurrence-capture,sex,,unknown
,2013_albertkanaal:2183:occurrence-capture,sex,,unknown
,2013_albertkanaal:2184:occurrence-capture,sex,,unknown
,2013_albertkanaal:2185:occurrence-capture,sex,,unknown
,2013_albertkanaal:2186:occurrence-capture,sex,,unknown
,2013_albertkanaal:2187:occurrence-capture,sex,,unknown
,2013_albertkanaal:2188:occurrence-capture,sex,,unknown
,2013_albertkanaal:2189:occurrence-capture,sex,,unknown
,2013_albertkanaal:2190:occurrence-capture,sex,,unknown
,2013_albertkanaal:2191:occurrence-capture,sex,,unknown
,2013_albertkanaal:2192:occurrence-capture,sex,,unknown
,2013_albertkanaal:2193:occurrence-capture,sex,,unknown
,2013_albertkanaal:2194:occurrence-capture,sex,,unknown
,2013_albertkanaal:2195:occurrence-capture,sex,,unknown
,2013_albertkanaal:2196:occurrence-capture,sex,,unknown
,2013_albertkanaal:2197:occurrence-capture,sex,,unknown
,2013_albertkanaal:2198:occurrence-capture,sex,,unknown
,2015_dijle:492:occurrence-capture,sex,,unknown
,2015_dijle:493:occurrence-capture,sex,,unknown
,2015_dijle:494:occurrence-capture,sex,,unknown
,2015_dijle:495:occurrence-capture,sex,,unknown
,2015_dijle:496:occurrence-capture,sex,,unknown
,2015_dijle:497:occurrence-capture,sex,,unknown
,2015_dijle:498:occurrence-capture,sex,,unknown
,2015_dijle:499:occurrence-capture,sex,,female
,2015_dijle:500:occurrence-capture,sex,,unknown
,2015_dijle:501:occurrence-capture,sex,,unknown
,2015_dijle:502:occurrence-capture,sex,,unknown
,2015_dijle:503:occurrence-capture,sex,,unknown
,2015_dijle:504:occurrence-capture,sex,,unknown
,2015_dijle:505:occurrence-capture,sex,,unknown
,2015_dijle:506:occurrence-capture,sex,,unknown
,2015_dijle:507:occurrence-capture,sex,,unknown
,2015_dijle:508:occurrence-capture,sex,,unknown
,2015_dijle:509:occurrence-capture,sex,,unknown
,2015_dijle:510:occurrence-capture,sex,,unknown
,2015_dijle:511:occurrence-capture,sex,,unknown
,2015_dijle:512:occurrence-capture,sex,,unknown
,2015_dijle:513:occurrence-capture,sex,,unknown
,2015_dijle:514:occurrence-capture,sex,,unknown
,2013_albertkanaal:519:occurrence-capture,sex,,unknown
,2013_albertkanaal:520:occurrence-capture,sex,,unknown
,2013_albertkanaal:521:occurrence-capture,sex,,unknown
,2013_albertkanaal:522:occurrence-capture,sex,,unknown
,2013_albertkanaal:523:occurrence-capture,sex,,unknown
,2013_albertkanaal:524:occurrence-capture,sex,,unknown
,2013_albertkanaal:525:occurrence-capture,sex,,unknown
,2013_albertkanaal:526:occurrence-capture,sex,,unknown
,2013_albertkanaal:527:occurrence-capture,sex,,unknown
,2013_albertkanaal:528:occurrence-capture,sex,,unknown
,2013_albertkanaal:529:occurrence-capture,sex,,unknown
,2013_albertkanaal:530:occurrence-capture,sex,,unknown
,2013_albertkanaal:531:occurrence-capture,sex,,unknown
,2013_albertkanaal:532:occurrence-capture,sex,,unknown
,2013_albertkanaal:533:occurrence-capture,sex,,unknown
,2013_albertkanaal:534:occurrence-capture,sex,,unknown
,2013_albertkanaal:535:occurrence-capture,sex,,unknown
,2013_albertkanaal:536:occurrence-capture,sex,,unknown
,2013_albertkanaal:537:occurrence-capture,sex,,unknown
,2013_albertkanaal:538:occurrence-capture,sex,,unknown
,2013_albertkanaal:539:occurrence-capture,sex,,unknown
,2013_albertkanaal:540:occurrence-capture,sex,,unknown
,2013_albertkanaal:541:occurrence-capture,sex,,unknown
,2013_albertkanaal:542:occurrence-capture,sex,,unknown
,2013_albertkanaal:543:occurrence-capture,sex,,unknown
,2013_albertkanaal:544:occurrence-capture,sex,,unknown
,2013_albertkanaal:545:occurrence-capture,sex,,unknown
,2013_albertkanaal:546:occurrence-capture,sex,,unknown
,2013_albertkanaal:547:occurrence-capture,sex,,unknown
,2013_albertkanaal:548:occurrence-capture,sex,,unknown
,2013_albertkanaal:549:occurrence-capture,sex,,unknown
,2013_albertkanaal:550:occurrence-capture,sex,,unknown
,2013_albertkanaal:551:occurrence-capture,sex,,unknown
,2013_albertkanaal:552:occurrence-capture,sex,,unknown
,2013_albertkanaal:553:occurrence-capture,sex,,unknown
,2013_albertkanaal:554:occurrence-capture,sex,,unknown
,2013_albertkanaal:555:occurrence-capture,sex,,unknown
,2013_albertkanaal:556:occurrence-capture,sex,,unknown
,2013_albertkanaal:2199:occurrence-capture,sex,,unknown
,2013_albertkanaal:2200:occurrence-capture,sex,,unknown
,2013_albertkanaal:2201:occurrence-capture,sex,,unknown
,2013_albertkanaal:2202:occurrence-capture,sex,,unknown
,2013_albertkanaal:2203:occurrence-capture,sex,,unknown
,2013_albertkanaal:2204:occurrence-capture,sex,,unknown
,2013_albertkanaal:2206:occurrence-capture,sex,,unknown
,2013_albertkanaal:2207:occurrence-capture,sex,,unknown
,2013_albertkanaal:2208:occurrence-capture,sex,,unknown
,2013_albertkanaal:2209:occurrence-capture,sex,,unknown
,2013_albertkanaal:2210:occurrence-capture,sex,,unknown
,2013_albertkanaal:2211:occurrence-capture,sex,,unknown
,2013_albertkanaal:2212:occurrence-capture,sex,,unknown
,2013_albertkanaal:2213:occurrence-capture,sex,,unknown
,2013_albertkanaal:2214:occurrence-capture,sex,,unknown
,2013_albertkanaal:2216:occurrence-capture,sex,,unknown
,2013_albertkanaal:2215:occurrence-capture,sex,,unknown
,2013_albertkanaal:2217:occurrence-capture,sex,,unknown
,2013_albertkanaal:705:occurrence-capture,sex,,female
,2013_albertkanaal:706:occurrence-capture,sex,,female
,2013_albertkanaal:707:occurrence-capture,sex,,female
,2013_albertkanaal:708:occurrence-capture,sex,,female
,2013_albertkanaal:709:occurrence-capture,sex,,female
,2013_albertkanaal:710:occurrence-capture,sex,,female
,2013_albertkanaal:711:occurrence-capture,sex,,female
,2013_albertkanaal:712:occurrence-capture,sex,,female
,2013_albertkanaal:713:occurrence-capture,sex,,female
,2013_albertkanaal:714:occurrence-capture,sex,,female
,2013_albertkanaal:715:occurrence-capture,sex,,female
,2013_albertkanaal:716:occurrence-capture,sex,,female
,2013_albertkanaal:717:occurrence-capture,sex,,female
,2013_albertkanaal:718:occurrence-capture,sex,,female
,2013_albertkanaal:719:occurrence-capture,sex,,female
,2013_albertkanaal:2312:occurrence-capture,sex,,female
,2013_albertkanaal:2313:occurrence-capture,sex,,female
,2013_albertkanaal:2314:occurrence-capture,sex,,female
,2013_albertkanaal:721:occurrence-capture,sex,,female
,2013_albertkanaal:723:occurrence-capture,sex,,female
,2013_albertkanaal:722:occurrence-capture,sex,,female
,2013_albertkanaal:724:occurrence-capture,sex,,female
,2013_albertkanaal:725:occurrence-capture,sex,,female
,2013_albertkanaal:726:occurrence-capture,sex,,female
,2013_albertkanaal:727:occurrence-capture,sex,,female
,2013_albertkanaal:728:occurrence-capture,sex,,female
,2013_albertkanaal:729:occurrence-capture,sex,,female
,2013_albertkanaal:2315:occurrence-capture,sex,,female
,2013_albertkanaal:2316:occurrence-capture,sex,,female
,2013_albertkanaal:2317:occurrence-capture,sex,,female
,2013_albertkanaal:2318:occurrence-capture,sex,,female
,2013_albertkanaal:2319:occurrence-capture,sex,,female
,2013_albertkanaal:2320:occurrence-capture,sex,,female
,2013_albertkanaal:2321:occurrence-capture,sex,,female
,2013_albertkanaal:2322:occurrence-capture,sex,,female
,2013_albertkanaal:2323:occurrence-capture,sex,,female
,2013_albertkanaal:2324:occurrence-capture,sex,,female
,2013_albertkanaal:2325:occurrence-capture,sex,,female
,2011_rivierprik:571:occurrence-capture,sex,,female
,2013_albertkanaal:516:occurrence-capture,sex,,unknown
,2013_albertkanaal:517:occurrence-capture,sex,,unknown
,2013_albertkanaal:518:occurrence-capture,sex,,unknown
,phd_reubens:671:occurrence-capture,sex,,unknown
,phd_reubens:672:occurrence-capture,sex,,unknown
,2015_phd_verhelst:2401:occurrence-capture,sex,,female
,2015_phd_verhelst:2411:occurrence-capture,sex,,female
,2015_phd_verhelst:2413:occurrence-capture,sex,,female
,2015_phd_verhelst:2414:occurrence-capture,sex,,female
,2015_phd_verhelst:2415:occurrence-capture,sex,,female
,2015_phd_verhelst:2412:occurrence-capture,sex,,female
,2015_phd_verhelst:2416:occurrence-capture,sex,,female
,2015_phd_verhelst:2417:occurrence-capture,sex,,female
,2015_phd_verhelst:2419:occurrence-capture,sex,,female
,2015_phd_verhelst:2418:occurrence-capture,sex,,female
,2015_phd_verhelst:2424:occurrence-capture,sex,,female
,2015_phd_verhelst:2423:occurrence-capture,sex,,female
,2015_phd_verhelst:2422:occurrence-capture,sex,,female
,2015_phd_verhelst:2421:occurrence-capture,sex,,female
,2015_phd_verhelst:2420:occurrence-capture,sex,,female
,2015_phd_verhelst:2425:occurrence-capture,sex,,female
,2015_phd_verhelst:2426:occurrence-capture,sex,,female
,2015_phd_verhelst:2427:occurrence-capture,sex,,female
,2015_phd_verhelst:2428:occurrence-capture,sex,,female
,2015_phd_verhelst:2429:occurrence-capture,sex,,female
,2015_phd_verhelst:2430:occurrence-capture,sex,,female
,2015_phd_verhelst:2431:occurrence-capture,sex,,female
,2015_phd_verhelst:2432:occurrence-capture,sex,,female
,2015_phd_verhelst:2777:occurrence-capture,sex,,female
,2015_phd_verhelst:2433:occurrence-capture,sex,,female
,2015_phd_verhelst:2407:occurrence-capture,sex,,female
,2015_phd_verhelst:2410:occurrence-capture,sex,,female
,2015_phd_verhelst:2778:occurrence-capture,sex,,female
,2015_phd_verhelst:2408:occurrence-capture,sex,,female
,2015_phd_verhelst:2409:occurrence-capture,sex,,female
,2015_phd_verhelst:2403:occurrence-capture,sex,,female
,2015_phd_verhelst:2404:occurrence-capture,sex,,female
,2015_phd_verhelst:2405:occurrence-capture,sex,,female
,2015_phd_verhelst:2406:occurrence-capture,sex,,female
,2015_phd_verhelst:2402:occurrence-capture,sex,,female
,2013_albertkanaal:317:occurrence-capture,sex,,female
,2013_albertkanaal:318:occurrence-capture,sex,,female
,2013_albertkanaal:320:occurrence-capture,sex,,female
,2013_albertkanaal:321:occurrence-capture,sex,,female
,2013_albertkanaal:322:occurrence-capture,sex,,female
,2013_albertkanaal:323:occurrence-capture,sex,,female
,2013_albertkanaal:332:occurrence-capture,sex,,female
,2013_albertkanaal:333:occurrence-capture,sex,,female
,2013_albertkanaal:334:occurrence-capture,sex,,female
,2013_albertkanaal:335:occurrence-capture,sex,,female
,2013_albertkanaal:336:occurrence-capture,sex,,female
,2013_albertkanaal:2276:occurrence-capture,sex,,female
,2013_albertkanaal:2277:occurrence-capture,sex,,female
,2013_albertkanaal:2278:occurrence-capture,sex,,female
,2013_albertkanaal:2279:occurrence-capture,sex,,female
,2013_albertkanaal:2280:occurrence-capture,sex,,female
,2013_albertkanaal:2281:occurrence-capture,sex,,female
,2013_albertkanaal:2282:occurrence-capture,sex,,female
,2013_albertkanaal:2266:occurrence-capture,sex,,female
,2013_albertkanaal:2267:occurrence-capture,sex,,female
,2013_albertkanaal:2268:occurrence-capture,sex,,female
,2013_albertkanaal:2269:occurrence-capture,sex,,female
,2013_albertkanaal:2270:occurrence-capture,sex,,female
,2013_albertkanaal:2271:occurrence-capture,sex,,female
,2013_albertkanaal:2272:occurrence-capture,sex,,female
,2013_albertkanaal:2273:occurrence-capture,sex,,female
,2013_albertkanaal:2274:occurrence-capture,sex,,female
,2013_albertkanaal:2275:occurrence-capture,sex,,female
,2013_albertkanaal:2283:occurrence-capture,sex,,female
,2013_albertkanaal:2284:occurrence-capture,sex,,female
,2013_albertkanaal:2285:occurrence-capture,sex,,female
,2013_albertkanaal:363:occurrence-capture,sex,,female
,2013_albertkanaal:342:occurrence-capture,sex,,female
,2013_albertkanaal:343:occurrence-capture,sex,,female
,2013_albertkanaal:344:occurrence-capture,sex,,female
,2013_albertkanaal:349:occurrence-capture,sex,,female
,2013_albertkanaal:350:occurrence-capture,sex,,female
,2013_albertkanaal:351:occurrence-capture,sex,,female
,2013_albertkanaal:352:occurrence-capture,sex,,female
,2013_albertkanaal:353:occurrence-capture,sex,,female
,2013_albertkanaal:354:occurrence-capture,sex,,female
,2013_albertkanaal:355:occurrence-capture,sex,,female
,2013_albertkanaal:359:occurrence-capture,sex,,female
,2013_albertkanaal:360:occurrence-capture,sex,,female
,2013_albertkanaal:364:occurrence-capture,sex,,female
,2013_albertkanaal:2286:occurrence-capture,sex,,female
,2013_albertkanaal:2287:occurrence-capture,sex,,female
,2013_albertkanaal:2288:occurrence-capture,sex,,female
,2013_albertkanaal:2289:occurrence-capture,sex,,female
,2015_phd_verhelst:638:occurrence-capture,sex,,female
,2015_phd_verhelst:639:occurrence-capture,sex,,female
,2015_phd_verhelst:640:occurrence-capture,sex,,female
,2015_dijle:641:occurrence-capture,sex,,unknown
,2015_phd_verhelst:642:occurrence-capture,sex,,female
,2015_phd_verhelst:643:occurrence-capture,sex,,female
,2015_phd_verhelst:644:occurrence-capture,sex,,female
,2015_dijle:645:occurrence-capture,sex,,unknown
,2015_phd_verhelst:2160:occurrence-capture,sex,,female
,2015_phd_verhelst:646:occurrence-capture,sex,,female
,2015_phd_verhelst:647:occurrence-capture,sex,,female
,2015_phd_verhelst:648:occurrence-capture,sex,,female
,2013_albertkanaal:2154:occurrence-capture,sex,,female
,2015_dijle:649:occurrence-capture,sex,,unknown
,2015_phd_verhelst:613:occurrence-capture,sex,,female
,2015_phd_verhelst:614:occurrence-capture,sex,,female
,2015_phd_verhelst:615:occurrence-capture,sex,,female
,2015_phd_verhelst:616:occurrence-capture,sex,,female
,2015_phd_verhelst:617:occurrence-capture,sex,,female
,2015_phd_verhelst:618:occurrence-capture,sex,,female
,2015_phd_verhelst:2226:occurrence-capture,sex,,female
,2015_phd_verhelst:2222:occurrence-capture,sex,,female
,2015_phd_verhelst:2223:occurrence-capture,sex,,female
,2015_phd_verhelst:2224:occurrence-capture,sex,,female
,2015_phd_verhelst:2221:occurrence-capture,sex,,female
,2015_phd_verhelst:2225:occurrence-capture,sex,,female
,2015_phd_verhelst:2227:occurrence-capture,sex,,female
,2015_phd_verhelst:2228:occurrence-capture,sex,,female
,2015_phd_verhelst:2229:occurrence-capture,sex,,female
,2015_phd_verhelst:2230:occurrence-capture,sex,,female
,2015_phd_verhelst:2231:occurrence-capture,sex,,female
,2015_phd_verhelst:2232:occurrence-capture,sex,,female
,2015_phd_verhelst:2234:occurrence-capture,sex,,female
,2015_phd_verhelst:2233:occurrence-capture,sex,,female
,2015_phd_verhelst:2235:occurrence-capture,sex,,female
,2015_phd_verhelst:2236:occurrence-capture,sex,,female
,2015_phd_verhelst:2244:occurrence-capture,sex,,female
,2015_phd_verhelst:2245:occurrence-capture,sex,,female
,2015_phd_verhelst:2246:occurrence-capture,sex,,female
,2015_phd_verhelst:2247:occurrence-capture,sex,,female
,2015_phd_verhelst:2248:occurrence-capture,sex,,female
,2015_phd_verhelst:2249:occurrence-capture,sex,,female
,2015_phd_verhelst:2250:occurrence-capture,sex,,female
,2015_phd_verhelst:2251:occurrence-capture,sex,,female
,2015_phd_verhelst:612:occurrence-capture,sex,,female
,2015_phd_verhelst:619:occurrence-capture,sex,,female
,2015_phd_verhelst:620:occurrence-capture,sex,,female
,2015_phd_verhelst:2252:occurrence-capture,sex,,female
,2015_phd_verhelst:2253:occurrence-capture,sex,,female
,2015_phd_verhelst:2254:occurrence-capture,sex,,female
,2015_phd_verhelst:2255:occurrence-capture,sex,,female
,2015_phd_verhelst:2256:occurrence-capture,sex,,female
,2015_phd_verhelst:2257:occurrence-capture,sex,,female
,2015_phd_verhelst:2258:occurrence-capture,sex,,female
,2015_phd_verhelst:2259:occurrence-capture,sex,,female
,2015_phd_verhelst:2260:occurrence-capture,sex,,female
,2015_phd_verhelst:2261:occurrence-capture,sex,,female
,2015_phd_verhelst:2262:occurrence-capture,sex,,female
,2015_phd_verhelst:2263:occurrence-capture,sex,,female
,2015_phd_verhelst:2264:occurrence-capture,sex,,female
,2015_phd_verhelst:2396:occurrence-capture,sex,,female
,2015_phd_verhelst:2397:occurrence-capture,sex,,female
,2015_phd_verhelst:2398:occurrence-capture,sex,,female
,2015_phd_verhelst:2399:occurrence-capture,sex,,female
,2015_phd_verhelst:2400:occurrence-capture,sex,,female
,2015_phd_verhelst:2218:occurrence-capture,sex,,female
,2015_phd_verhelst:2220:occurrence-capture,sex,,female
,2015_phd_verhelst:2219:occurrence-capture,sex,,female
,2015_phd_verhelst:3210:occurrence-capture,sex,,female
,2015_phd_verhelst:3212:occurrence-capture,sex,,female
,2015_phd_verhelst:3211:occurrence-capture,sex,,female
,2015_phd_verhelst:3209:occurrence-capture,sex,,female
,2015_phd_verhelst:3208:occurrence-capture,sex,,female
,2015_phd_verhelst:3213:occurrence-capture,sex,,female
,2015_phd_verhelst:3529:occurrence-capture,sex,,female
,2015_phd_verhelst:3527:occurrence-capture,sex,,female
,2015_phd_verhelst:3528:occurrence-capture,sex,,female
,2015_phd_verhelst:3530:occurrence-capture,sex,,female
,2015_phd_verhelst:3531:occurrence-capture,sex,,female
,2013_albertkanaal:2301:occurrence-capture,sex,,female
