eventID,occurrenceID,measurementType,measurementUnit,measurementValue
,2013_albertkanaal:2302:occurrence-capture,sex,,female
,2013_albertkanaal:2303:occurrence-capture,sex,,female
,2013_albertkanaal:2304:occurrence-capture,sex,,female
,2013_albertkanaal:2305:occurrence-capture,sex,,female
,2013_albertkanaal:2306:occurrence-capture,sex,,female
,2013_albertkanaal:2307:occurrence-capture,sex,,female
,2013_albertkanaal:2308:occurrence-capture,sex,,female
,2013_albertkanaal:2309:occurrence-capture,sex,,female
,2013_albertkanaal:2310:occurrence-capture,sex,,female
,2013_albertkanaal:2311:occurrence-capture,sex,,female
,2015_phd_verhelst:380:occurrence-capture,sex,,female
,2015_phd_verhelst:379:occurrence-capture,sex,,female
,2015_phd_verhelst:378:occurrence-capture,sex,,female
,2015_phd_verhelst:381:occurrence-capture,sex,,female
,2013_albertkanaal:361:occurrence-capture,sex,,female
,2013_albertkanaal:362:occurrence-capture,sex,,female
,2014_demer:365:occurrence-capture,sex,,male
,2014_demer:366:occurrence-capture,sex,,unknown
,2014_demer:367:occurrence-capture,sex,,male
,2014_demer:368:occurrence-capture,sex,,unknown
,2014_demer:369:occurrence-capture,sex,,unknown
,2014_demer:370:occurrence-capture,sex,,unknown
,2014_demer:371:occurrence-capture,sex,,unknown
,2014_demer:372:occurrence-capture,sex,,female
,2015_phd_verhelst:598:occurrence-capture,sex,,female
,2015_phd_verhelst:599:occurrence-capture,sex,,female
,2015_phd_verhelst:600:occurrence-capture,sex,,female
,2015_phd_verhelst:601:occurrence-capture,sex,,female
,2015_phd_verhelst:602:occurrence-capture,sex,,female
,2015_phd_verhelst:603:occurrence-capture,sex,,female
,2015_phd_verhelst:604:occurrence-capture,sex,,female
,2015_phd_verhelst:625:occurrence-capture,sex,,female
,2015_phd_verhelst:595:occurrence-capture,sex,,female
,2015_phd_verhelst:596:occurrence-capture,sex,,female
,2015_phd_verhelst:597:occurrence-capture,sex,,female
,2015_phd_verhelst:605:occurrence-capture,sex,,female
,2015_phd_verhelst:606:occurrence-capture,sex,,female
,2015_phd_verhelst:607:occurrence-capture,sex,,female
,2015_phd_verhelst:608:occurrence-capture,sex,,female
,2015_phd_verhelst:609:occurrence-capture,sex,,female
,2015_phd_verhelst:610:occurrence-capture,sex,,female
,2015_phd_verhelst:611:occurrence-capture,sex,,female
,2013_albertkanaal:308:occurrence-capture,sex,,female
,2013_albertkanaal:309:occurrence-capture,sex,,female
,2013_albertkanaal:310:occurrence-capture,sex,,female
,2013_albertkanaal:311:occurrence-capture,sex,,female
,2013_albertkanaal:312:occurrence-capture,sex,,female
,2013_albertkanaal:313:occurrence-capture,sex,,female
,2013_albertkanaal:314:occurrence-capture,sex,,female
,2013_albertkanaal:315:occurrence-capture,sex,,female
,2013_albertkanaal:316:occurrence-capture,sex,,female
,2013_albertkanaal:307:occurrence-capture,sex,,female
,2013_albertkanaal:319:occurrence-capture,sex,,female
,2013_albertkanaal:324:occurrence-capture,sex,,female
,2013_albertkanaal:325:occurrence-capture,sex,,female
,2013_albertkanaal:326:occurrence-capture,sex,,female
,2013_albertkanaal:327:occurrence-capture,sex,,female
,2013_albertkanaal:328:occurrence-capture,sex,,female
,2013_albertkanaal:329:occurrence-capture,sex,,female
,2013_albertkanaal:330:occurrence-capture,sex,,female
,2013_albertkanaal:331:occurrence-capture,sex,,female
,2013_albertkanaal:337:occurrence-capture,sex,,female
,2013_albertkanaal:338:occurrence-capture,sex,,female
,2013_albertkanaal:339:occurrence-capture,sex,,female
,2013_albertkanaal:340:occurrence-capture,sex,,female
,2013_albertkanaal:341:occurrence-capture,sex,,female
,2013_albertkanaal:345:occurrence-capture,sex,,female
,2013_albertkanaal:346:occurrence-capture,sex,,female
,2013_albertkanaal:347:occurrence-capture,sex,,female
,2013_albertkanaal:348:occurrence-capture,sex,,female
,2013_albertkanaal:356:occurrence-capture,sex,,female
,2013_albertkanaal:357:occurrence-capture,sex,,female
,2013_albertkanaal:358:occurrence-capture,sex,,female
,2015_phd_verhelst:621:occurrence-capture,sex,,female
,2015_phd_verhelst:622:occurrence-capture,sex,,female
,2015_phd_verhelst:623:occurrence-capture,sex,,female
,2015_phd_verhelst:624:occurrence-capture,sex,,female
,2013_albertkanaal:2345:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2347:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2348:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2349:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2350:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2351:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2352:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2353:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2354:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2355:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2356:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2357:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2358:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2290:occurrence-capture,origin,,wild
,2013_albertkanaal:2291:occurrence-capture,origin,,wild
,2013_albertkanaal:2292:occurrence-capture,origin,,wild
,2013_albertkanaal:2293:occurrence-capture,origin,,wild
,2013_albertkanaal:2294:occurrence-capture,origin,,wild
,2013_albertkanaal:2295:occurrence-capture,origin,,wild
,2013_albertkanaal:2296:occurrence-capture,origin,,wild
,2013_albertkanaal:2297:occurrence-capture,origin,,wild
,2013_albertkanaal:2298:occurrence-capture,origin,,wild
,2013_albertkanaal:2299:occurrence-capture,origin,,wild
,2013_albertkanaal:2300:occurrence-capture,origin,,wild
,2013_albertkanaal:2330:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2331:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2332:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2333:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2334:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2335:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2336:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2337:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2338:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2339:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2340:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2341:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2342:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2343:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2344:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2346:occurrence-capture,origin,,hatchery
,2013_albertkanaal:2779:occurrence-capture,origin,,wild
,2013_albertkanaal:2780:occurrence-capture,origin,,wild
,2013_albertkanaal:2781:occurrence-capture,origin,,wild
,2013_albertkanaal:2782:occurrence-capture,origin,,wild
,2013_albertkanaal:2783:occurrence-capture,origin,,wild
,2013_albertkanaal:2784:occurrence-capture,origin,,wild
,2013_albertkanaal:2785:occurrence-capture,origin,,wild
,2013_albertkanaal:2786:occurrence-capture,origin,,wild
,2013_albertkanaal:2787:occurrence-capture,origin,,wild
,2013_albertkanaal:2788:occurrence-capture,origin,,wild
,phd_reubens:681:occurrence-capture,origin,,wild
,phd_reubens:682:occurrence-capture,origin,,wild
,phd_reubens:683:occurrence-capture,origin,,wild
,phd_reubens:684:occurrence-capture,origin,,wild
,homarus:251:occurrence-capture,origin,,wild
,homarus:252:occurrence-capture,origin,,wild
,phd_reubens:685:occurrence-capture,origin,,wild
,phd_reubens:686:occurrence-capture,origin,,wild
,phd_reubens:687:occurrence-capture,origin,,wild
,phd_reubens:688:occurrence-capture,origin,,wild
,phd_reubens:689:occurrence-capture,origin,,wild
,phd_reubens:690:occurrence-capture,origin,,wild
,phd_reubens:691:occurrence-capture,origin,,wild
,phd_reubens:692:occurrence-capture,origin,,wild
,phd_reubens:693:occurrence-capture,origin,,wild
,phd_reubens:694:occurrence-capture,origin,,wild
,phd_reubens:695:occurrence-capture,origin,,wild
,phd_reubens:696:occurrence-capture,origin,,wild
,phd_reubens:697:occurrence-capture,origin,,wild
,phd_reubens:698:occurrence-capture,origin,,wild
,phd_reubens:699:occurrence-capture,origin,,wild
,2011_rivierprik:593:occurrence-capture,origin,,wild
,phd_reubens:700:occurrence-capture,origin,,wild
,phd_reubens:701:occurrence-capture,origin,,wild
,phd_reubens:702:occurrence-capture,origin,,wild
,phd_reubens:703:occurrence-capture,origin,,wild
,phd_reubens:674:occurrence-capture,origin,,wild
,phd_reubens:673:occurrence-capture,origin,,wild
,phd_reubens:675:occurrence-capture,origin,,wild
,phd_reubens:676:occurrence-capture,origin,,wild
,phd_reubens:678:occurrence-capture,origin,,wild
,phd_reubens:677:occurrence-capture,origin,,wild
,phd_reubens:679:occurrence-capture,origin,,wild
,phd_reubens:680:occurrence-capture,origin,,wild
,2013_albertkanaal:720:occurrence-capture,origin,,wild
,2011_rivierprik:561:occurrence-capture,origin,,wild
,2011_rivierprik:562:occurrence-capture,origin,,wild
,2011_rivierprik:563:occurrence-capture,origin,,wild
,2011_rivierprik:564:occurrence-capture,origin,,wild
,2011_rivierprik:565:occurrence-capture,origin,,wild
,2011_rivierprik:566:occurrence-capture,origin,,wild
,2011_rivierprik:567:occurrence-capture,origin,,wild
,2011_rivierprik:568:occurrence-capture,origin,,wild
,2011_rivierprik:569:occurrence-capture,origin,,wild
,2011_rivierprik:570:occurrence-capture,origin,,wild
,2013_albertkanaal:704:occurrence-capture,origin,,wild
,2011_rivierprik:572:occurrence-capture,origin,,wild
,2011_rivierprik:573:occurrence-capture,origin,,wild
,2011_rivierprik:574:occurrence-capture,origin,,wild
,2011_rivierprik:575:occurrence-capture,origin,,wild
,2011_rivierprik:576:occurrence-capture,origin,,wild
,2011_rivierprik:577:occurrence-capture,origin,,wild
,2011_rivierprik:578:occurrence-capture,origin,,wild
,2011_rivierprik:579:occurrence-capture,origin,,wild
,2011_rivierprik:580:occurrence-capture,origin,,wild
,2011_rivierprik:581:occurrence-capture,origin,,wild
,2011_rivierprik:582:occurrence-capture,origin,,wild
,2011_rivierprik:583:occurrence-capture,origin,,wild
,2011_rivierprik:584:occurrence-capture,origin,,wild
,2011_rivierprik:585:occurrence-capture,origin,,wild
,2011_rivierprik:586:occurrence-capture,origin,,wild
,2011_rivierprik:587:occurrence-capture,origin,,wild
,2011_rivierprik:588:occurrence-capture,origin,,wild
,2011_rivierprik:589:occurrence-capture,origin,,wild
,2013_albertkanaal:373:occurrence-capture,origin,,wild
,2013_albertkanaal:515:occurrence-capture,origin,,hatchery
,2011_rivierprik:590:occurrence-capture,origin,,wild
,2011_rivierprik:591:occurrence-capture,origin,,wild
,2011_rivierprik:592:occurrence-capture,origin,,wild
,2011_rivierprik:594:occurrence-capture,origin,,wild
,2012_leopoldkanaal:438:occurrence-capture,origin,,wild
,2012_leopoldkanaal:439:occurrence-capture,origin,,wild
,2012_leopoldkanaal:440:occurrence-capture,origin,,wild
,2012_leopoldkanaal:441:occurrence-capture,origin,,wild
,2012_leopoldkanaal:442:occurrence-capture,origin,,wild
,2012_leopoldkanaal:443:occurrence-capture,origin,,wild
,2012_leopoldkanaal:444:occurrence-capture,origin,,wild
,2012_leopoldkanaal:445:occurrence-capture,origin,,wild
,2012_leopoldkanaal:446:occurrence-capture,origin,,wild
,2013_albertkanaal:2205:occurrence-capture,origin,,hatchery
,2012_leopoldkanaal:447:occurrence-capture,origin,,wild
,2012_leopoldkanaal:448:occurrence-capture,origin,,wild
,2012_leopoldkanaal:449:occurrence-capture,origin,,wild
,2012_leopoldkanaal:450:occurrence-capture,origin,,wild
,2012_leopoldkanaal:451:occurrence-capture,origin,,wild
,2012_leopoldkanaal:452:occurrence-capture,origin,,wild
,2012_leopoldkanaal:453:occurrence-capture,origin,,wild
,2012_leopoldkanaal:454:occurrence-capture,origin,,wild
,2012_leopoldkanaal:455:occurrence-capture,origin,,wild
,2012_leopoldkanaal:456:occurrence-capture,origin,,wild
,2012_leopoldkanaal:457:occurrence-capture,origin,,wild
,2012_leopoldkanaal:458:occurrence-capture,origin,,wild
,2012_leopoldkanaal:459:occurrence-capture,origin,,wild
,2012_leopoldkanaal:460:occurrence-capture,origin,,wild
,2012_leopoldkanaal:461:occurrence-capture,origin,,wild
,2012_leopoldkanaal:462:occurrence-capture,origin,,wild
,2012_leopoldkanaal:463:occurrence-capture,origin,,wild
,2012_leopoldkanaal:464:occurrence-capture,origin,,wild
,2012_leopoldkanaal:465:occurrence-capture,origin,,wild
,2012_leopoldkanaal:466:occurrence-capture,origin,,wild
,2012_leopoldkanaal:467:occurrence-capture,origin,,wild
,2012_leopoldkanaal:468:occurrence-capture,origin,,wild
,2012_leopoldkanaal:469:occurrence-capture,origin,,wild
,2012_leopoldkanaal:470:occurrence-capture,origin,,wild
,2012_leopoldkanaal:471:occurrence-capture,origin,,wild
,2012_leopoldkanaal:472:occurrence-capture,origin,,wild
,2012_leopoldkanaal:473:occurrence-capture,origin,,wild
,2012_leopoldkanaal:474:occurrence-capture,origin,,wild
,2012_leopoldkanaal:475:occurrence-capture,origin,,wild
,2012_leopoldkanaal:476:occurrence-capture,origin,,wild
,2012_leopoldkanaal:477:occurrence-capture,origin,,wild
,2012_leopoldkanaal:478:occurrence-capture,origin,,wild
,2012_leopoldkanaal:479:occurrence-capture,origin,,wild
,2012_leopoldkanaal:480:occurrence-capture,origin,,wild
,2012_leopoldkanaal:481:occurrence-capture,origin,,wild
,2012_leopoldkanaal:482:occurrence-capture,origin,,wild
,2012_leopoldkanaal:483:occurrence-capture,origin,,wild
,2012_leopoldkanaal:484:occurrence-capture,origin,,wild
,2012_leopoldkanaal:485:occurrence-capture,origin,,wild
,2012_leopoldkanaal:486:occurrence-capture,origin,,wild
,2012_leopoldkanaal:487:occurrence-capture,origin,,wild
,2011_rivierprik:226:occurrence-capture,origin,,wild
,2011_rivierprik:227:occurrence-capture,origin,,wild
,2011_rivierprik:228:occurrence-capture,origin,,wild
,2012_leopoldkanaal:229:occurrence-capture,origin,,wild
,2012_leopoldkanaal:230:occurrence-capture,origin,,wild
,2012_leopoldkanaal:231:occurrence-capture,origin,,wild
,2012_leopoldkanaal:232:occurrence-capture,origin,,wild
,2011_rivierprik:233:occurrence-capture,origin,,wild
,2011_rivierprik:234:occurrence-capture,origin,,wild
,2012_leopoldkanaal:387:occurrence-capture,origin,,wild
,2012_leopoldkanaal:388:occurrence-capture,origin,,wild
,2013_albertkanaal:389:occurrence-capture,origin,,wild
,2012_leopoldkanaal:390:occurrence-capture,origin,,wild
,2012_leopoldkanaal:391:occurrence-capture,origin,,wild
,2012_leopoldkanaal:392:occurrence-capture,origin,,wild
,2012_leopoldkanaal:393:occurrence-capture,origin,,wild
,2012_leopoldkanaal:394:occurrence-capture,origin,,wild
,2012_leopoldkanaal:395:occurrence-capture,origin,,wild
,2012_leopoldkanaal:396:occurrence-capture,origin,,wild
,2012_leopoldkanaal:397:occurrence-capture,origin,,wild
,2012_leopoldkanaal:398:occurrence-capture,origin,,wild
,2012_leopoldkanaal:399:occurrence-capture,origin,,wild
,2012_leopoldkanaal:400:occurrence-capture,origin,,wild
,2012_leopoldkanaal:401:occurrence-capture,origin,,wild
,2012_leopoldkanaal:402:occurrence-capture,origin,,wild
,2013_albertkanaal:285:occurrence-capture,origin,,hatchery
,2012_leopoldkanaal:403:occurrence-capture,origin,,wild
,2012_leopoldkanaal:404:occurrence-capture,origin,,wild
,2012_leopoldkanaal:405:occurrence-capture,origin,,wild
,2012_leopoldkanaal:406:occurrence-capture,origin,,wild
,2012_leopoldkanaal:407:occurrence-capture,origin,,wild
,2012_leopoldkanaal:408:occurrence-capture,origin,,wild
,2012_leopoldkanaal:409:occurrence-capture,origin,,wild
,2012_leopoldkanaal:410:occurrence-capture,origin,,wild
,2012_leopoldkanaal:411:occurrence-capture,origin,,wild
,2012_leopoldkanaal:412:occurrence-capture,origin,,wild
,2012_leopoldkanaal:413:occurrence-capture,origin,,wild
,2012_leopoldkanaal:414:occurrence-capture,origin,,wild
,2012_leopoldkanaal:415:occurrence-capture,origin,,wild
,2012_leopoldkanaal:416:occurrence-capture,origin,,wild
,2012_leopoldkanaal:417:occurrence-capture,origin,,wild
,2012_leopoldkanaal:418:occurrence-capture,origin,,wild
,2012_leopoldkanaal:419:occurrence-capture,origin,,wild
,2012_leopoldkanaal:420:occurrence-capture,origin,,wild
,2012_leopoldkanaal:421:occurrence-capture,origin,,wild
,2012_leopoldkanaal:422:occurrence-capture,origin,,wild
,2012_leopoldkanaal:423:occurrence-capture,origin,,wild
,2012_leopoldkanaal:424:occurrence-capture,origin,,wild
,2012_leopoldkanaal:425:occurrence-capture,origin,,wild
,2012_leopoldkanaal:426:occurrence-capture,origin,,wild
,2012_leopoldkanaal:427:occurrence-capture,origin,,wild
,2012_leopoldkanaal:428:occurrence-capture,origin,,wild
,2012_leopoldkanaal:429:occurrence-capture,origin,,wild
,2012_leopoldkanaal:430:occurrence-capture,origin,,wild
,2012_leopoldkanaal:431:occurrence-capture,origin,,wild
,2012_leopoldkanaal:432:occurrence-capture,origin,,wild
,2012_leopoldkanaal:433:occurrence-capture,origin,,wild
,2012_leopoldkanaal:434:occurrence-capture,origin,,wild
,2012_leopoldkanaal:435:occurrence-capture,origin,,wild
,2012_leopoldkanaal:436:occurrence-capture,origin,,wild
,2012_leopoldkanaal:437:occurrence-capture,origin,,wild
,2013_albertkanaal:374:occurrence-capture,origin,,wild
,2013_albertkanaal:376:occurrence-capture,origin,,wild
,2013_albertkanaal:375:occurrence-capture,origin,,wild
,2013_albertkanaal:377:occurrence-capture,origin,,wild
,2014_demer:382:occurrence-capture,origin,,wild
,2014_demer:383:occurrence-capture,origin,,wild
,2014_demer:384:occurrence-capture,origin,,wild
,2014_demer:385:occurrence-capture,origin,,wild
,2014_demer:386:occurrence-capture,origin,,wild
,2013_albertkanaal:284:occurrence-capture,origin,,hatchery
,2013_albertkanaal:286:occurrence-capture,origin,,hatchery
,2013_albertkanaal:287:occurrence-capture,origin,,hatchery
,2013_albertkanaal:288:occurrence-capture,origin,,hatchery
,2013_albertkanaal:289:occurrence-capture,origin,,hatchery
,2013_albertkanaal:290:occurrence-capture,origin,,hatchery
,2013_albertkanaal:291:occurrence-capture,origin,,hatchery
,2013_albertkanaal:292:occurrence-capture,origin,,hatchery
,2013_albertkanaal:293:occurrence-capture,origin,,hatchery
,2013_albertkanaal:294:occurrence-capture,origin,,hatchery
,2013_albertkanaal:295:occurrence-capture,origin,,hatchery
,2013_albertkanaal:296:occurrence-capture,origin,,hatchery
,2013_albertkanaal:297:occurrence-capture,origin,,hatchery
,2013_albertkanaal:298:occurrence-capture,origin,,hatchery
,2013_albertkanaal:299:occurrence-capture,origin,,hatchery
,2013_albertkanaal:300:occurrence-capture,origin,,hatchery
,2013_albertkanaal:301:occurrence-capture,origin,,hatchery
