eventid,measurementtype,measurementvalue,measurementunit
etn:zeeschelde:1702:event-receiver-deployment,receiver intended coordinates,"latitude: 51.19069, longitude: 4.32954",""
etn:zeeschelde:1709:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:1709:event-receiver-deployment,receiver id,VR2W-115430,""
etn:zeeschelde:1709:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1709:event-receiver-deployment,receiver drop dead date,2016-01-01,""
etn:zeeschelde:1714:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1714:event-receiver-deployment,receiver id,VR2W-115441,""
etn:zeeschelde:1714:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1714:event-receiver-deployment,receiver drop dead date,2016-01-01,""
etn:zeeschelde:1715:event-receiver-deployment,receiver id,VR2W-115442,""
etn:zeeschelde:1715:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1715:event-receiver-deployment,receiver drop dead date,2016-01-01,""
etn:zeeschelde:1715:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1741:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1741:event-receiver-deployment,receiver id,VR2W-122322,""
etn:zeeschelde:1741:event-receiver-deployment,receiver drop dead date,2015-10-20,""
etn:zeeschelde:1741:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1742:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1742:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1742:event-receiver-deployment,receiver drop dead date,2016-01-01,""
etn:zeeschelde:1742:event-receiver-deployment,receiver id,VR2W-122325,""
etn:zeeschelde:1751:event-receiver-deployment,receiver drop dead date,2015-10-27,""
etn:zeeschelde:1751:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1751:event-receiver-deployment,receiver intended coordinates,"latitude: 51.07363, longitude: 4.19007",""
etn:zeeschelde:1751:event-receiver-deployment,receiver id,VR2W-122339,""
etn:zeeschelde:1751:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1775:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1775:event-receiver-deployment,receiver id,VR2W-122363,""
etn:zeeschelde:1775:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1775:event-receiver-deployment,receiver drop dead date,2015-10-20,""
etn:zeeschelde:1781:event-receiver-deployment,receiver id,VR2W-122367,""
etn:zeeschelde:1781:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1781:event-receiver-deployment,receiver drop dead date,2015-10-27,""
etn:zeeschelde:1781:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1782:event-receiver-deployment,receiver drop dead date,2015-10-27,""
etn:zeeschelde:1782:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1782:event-receiver-deployment,receiver id,VR2W-122367,""
etn:zeeschelde:1782:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1938:event-receiver-deployment,receiver id,VR2W-127738,""
etn:zeeschelde:1938:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1938:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1938:event-receiver-deployment,receiver intended coordinates,"latitude: 51.19068, longitude: 4.33602",""
etn:zeeschelde:1938:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1939:event-receiver-deployment,receiver intended coordinates,"latitude: 51.30305, longitude: 4.28731",""
etn:zeeschelde:1939:event-receiver-deployment,receiver drop dead date,2017-08-02,""
etn:zeeschelde:1939:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1939:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:1939:event-receiver-deployment,receiver id,VR2W-127732,""
etn:zeeschelde:1940:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1940:event-receiver-deployment,receiver id,VR2W-112295,""
etn:zeeschelde:1940:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14319, longitude: 4.33078",""
etn:zeeschelde:1940:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1940:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1942:event-receiver-deployment,receiver status,lost,""
etn:zeeschelde:1942:event-receiver-deployment,receiver id,VR2W-113521,""
etn:zeeschelde:1942:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:1942:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1942:event-receiver-deployment,receiver intended coordinates,"latitude: 51.04231, longitude: 4.09450",""
etn:zeeschelde:1943:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:1943:event-receiver-deployment,receiver intended coordinates,"latitude: 51.19069, longitude: 4.32954",""
etn:zeeschelde:1943:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1943:event-receiver-deployment,receiver status,broken,""
etn:zeeschelde:1943:event-receiver-deployment,receiver id,VR2W-113528,""
etn:zeeschelde:1944:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:1944:event-receiver-deployment,receiver intended coordinates,"latitude: 51.09258, longitude: 4.17083",""
etn:zeeschelde:1944:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1944:event-receiver-deployment,receiver id,VR2W-115430,""
etn:zeeschelde:1944:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1945:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1945:event-receiver-deployment,receiver intended coordinates,"latitude: 51.12287, longitude: 4.21840",""
etn:zeeschelde:1945:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1945:event-receiver-deployment,receiver id,VR2W-115441,""
etn:zeeschelde:1945:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:1946:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1946:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1946:event-receiver-deployment,receiver intended coordinates,"latitude: 51.11414, longitude: 4.24123",""
etn:zeeschelde:1946:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1946:event-receiver-deployment,receiver id,VR2W-115442,""
etn:zeeschelde:1947:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1947:event-receiver-deployment,receiver id,VR2W-122322,""
etn:zeeschelde:1947:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1947:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1947:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02032, longitude: 3.96965",""
etn:zeeschelde:1948:event-receiver-deployment,receiver id,VR2W-122325,""
etn:zeeschelde:1948:event-receiver-deployment,receiver intended coordinates,"latitude: 51.04340, longitude: 4.04783",""
etn:zeeschelde:1948:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1948:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1948:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:1949:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:1949:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1949:event-receiver-deployment,receiver id,VR2W-122337,""
etn:zeeschelde:1949:event-receiver-deployment,receiver status,lost,""
etn:zeeschelde:1949:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:1950:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1950:event-receiver-deployment,receiver id,VR2W-122363,""
etn:zeeschelde:1950:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03203, longitude: 4.18166",""
etn:zeeschelde:1950:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1950:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1951:event-receiver-deployment,receiver id,VR2W-122367,""
etn:zeeschelde:1951:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1951:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1951:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1951:event-receiver-deployment,receiver intended coordinates,"latitude: 51.05593, longitude: 4.20024",""
etn:zeeschelde:1952:event-receiver-deployment,receiver id,VR2W-127719,""
etn:zeeschelde:1952:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1952:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:1952:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1952:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14222, longitude: 4.32646",""
etn:zeeschelde:1953:event-receiver-deployment,receiver drop dead date,2017-08-02,""
etn:zeeschelde:1953:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1953:event-receiver-deployment,receiver id,VR2W-127728,""
etn:zeeschelde:1953:event-receiver-deployment,receiver intended coordinates,"latitude: 51.29646, longitude: 4.28570",""
etn:zeeschelde:1953:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1985:event-receiver-deployment,receiver drop dead date,2017-05-03,""
etn:zeeschelde:1985:event-receiver-deployment,receiver intended coordinates,"latitude: 51.23542, longitude: 4.39667",""
etn:zeeschelde:1985:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:1985:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:1985:event-receiver-deployment,receiver id,VR2W-127716,""
etn:zeeschelde:2009:event-receiver-deployment,receiver id,VR2W-113526,""
etn:zeeschelde:2009:event-receiver-deployment,receiver drop dead date,2017-06-16,""
etn:zeeschelde:2009:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2009:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2009:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02347, longitude: 3.78826",""
etn:zeeschelde:2026:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2026:event-receiver-deployment,receiver intended coordinates,"latitude: 51.01680, longitude: 3.92527",""
etn:zeeschelde:2026:event-receiver-deployment,receiver drop dead date,2017-06-20,""
etn:zeeschelde:2026:event-receiver-deployment,receiver id,VR2W-115438,""
etn:zeeschelde:2026:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2027:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00164, longitude: 3.85695",""
etn:zeeschelde:2027:event-receiver-deployment,receiver drop dead date,2017-06-20,""
etn:zeeschelde:2027:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2027:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2027:event-receiver-deployment,receiver id,VR2W-112297,""
etn:zeeschelde:2028:event-receiver-deployment,receiver id,VR2W-122357,""
etn:zeeschelde:2028:event-receiver-deployment,receiver intended coordinates,"latitude: 51.13594, longitude: 4.59381",""
etn:zeeschelde:2028:event-receiver-deployment,receiver drop dead date,2017-06-23,""
etn:zeeschelde:2028:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2028:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2029:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2029:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2029:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14993, longitude: 4.58453",""
etn:zeeschelde:2029:event-receiver-deployment,receiver drop dead date,2017-06-23,""
etn:zeeschelde:2029:event-receiver-deployment,receiver id,VR2W-112286,""
etn:zeeschelde:2030:event-receiver-deployment,receiver intended coordinates,"latitude: 51.11731, longitude: 4.54958",""
etn:zeeschelde:2030:event-receiver-deployment,receiver id,VR2W-115429,""
etn:zeeschelde:2030:event-receiver-deployment,receiver drop dead date,2017-06-23,""
etn:zeeschelde:2030:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2030:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2031:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2031:event-receiver-deployment,receiver id,VR2W-112296,""
etn:zeeschelde:2031:event-receiver-deployment,receiver status,broken,""
etn:zeeschelde:2031:event-receiver-deployment,receiver intended coordinates,"latitude: 51.07183, longitude: 4.45474",""
etn:zeeschelde:2031:event-receiver-deployment,receiver drop dead date,2017-06-23,""
etn:zeeschelde:2032:event-receiver-deployment,receiver id,VR2W-115435,""
etn:zeeschelde:2032:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:zeeschelde:2032:event-receiver-deployment,receiver intended coordinates,"latitude: 51.10507, longitude: 4.14106",""
etn:zeeschelde:2032:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2032:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2033:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:zeeschelde:2033:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2033:event-receiver-deployment,receiver id,VR2W-112292,""
etn:zeeschelde:2033:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03855, longitude: 4.11750",""
etn:zeeschelde:2033:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2034:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03955, longitude: 4.16605",""
etn:zeeschelde:2034:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2034:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:zeeschelde:2034:event-receiver-deployment,receiver id,VR2W-115444,""
etn:zeeschelde:2034:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2117:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02032, longitude: 3.96965",""
etn:zeeschelde:2117:event-receiver-deployment,receiver id,VR2W-122322,""
etn:zeeschelde:2117:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2117:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2117:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2238:event-receiver-deployment,receiver intended coordinates,"latitude: 51.23542, longitude: 4.39667",""
etn:zeeschelde:2238:event-receiver-deployment,receiver id,VR2W-127716,""
etn:zeeschelde:2238:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2238:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2238:event-receiver-deployment,receiver drop dead date,2017-05-03,""
etn:zeeschelde:2239:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2239:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2239:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14319, longitude: 4.33078",""
etn:zeeschelde:2239:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2239:event-receiver-deployment,receiver id,VR2W-112295,""
etn:zeeschelde:2240:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:2240:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2240:event-receiver-deployment,receiver intended coordinates,"latitude: 51.19069, longitude: 4.32954",""
etn:zeeschelde:2240:event-receiver-deployment,receiver id,VR2W-113528,""
etn:zeeschelde:2240:event-receiver-deployment,receiver status,broken,""
etn:zeeschelde:2241:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2241:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2241:event-receiver-deployment,receiver id,VR2W-127719,""
etn:zeeschelde:2241:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14222, longitude: 4.32646",""
etn:zeeschelde:2241:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2242:event-receiver-deployment,receiver id,VR2W-127738,""
etn:zeeschelde:2242:event-receiver-deployment,receiver intended coordinates,"latitude: 51.19068, longitude: 4.33602",""
etn:zeeschelde:2242:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2242:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2242:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2243:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2243:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2243:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2243:event-receiver-deployment,receiver id,VR2W-115430,""
etn:zeeschelde:2243:event-receiver-deployment,receiver intended coordinates,"latitude: 51.09258, longitude: 4.17083",""
etn:zeeschelde:2244:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:2244:event-receiver-deployment,receiver intended coordinates,"latitude: 51.12287, longitude: 4.21840",""
etn:zeeschelde:2244:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2244:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2244:event-receiver-deployment,receiver id,VR2W-115441,""
etn:zeeschelde:2245:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2245:event-receiver-deployment,receiver intended coordinates,"latitude: 51.11414, longitude: 4.24123",""
etn:zeeschelde:2245:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2245:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2245:event-receiver-deployment,receiver id,VR2W-115442,""
etn:zeeschelde:2247:event-receiver-deployment,receiver id,VR2W-122367,""
etn:zeeschelde:2247:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2247:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2247:event-receiver-deployment,receiver intended coordinates,"latitude: 51.05593, longitude: 4.20024",""
etn:zeeschelde:2247:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2248:event-receiver-deployment,receiver id,VR2W-112292,""
etn:zeeschelde:2248:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2248:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2248:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:zeeschelde:2248:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03855, longitude: 4.11750",""
etn:zeeschelde:2249:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2249:event-receiver-deployment,receiver drop dead date,2017-06-20,""
etn:zeeschelde:2249:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00164, longitude: 3.85695",""
etn:zeeschelde:2249:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2249:event-receiver-deployment,receiver id,VR2W-112297,""
etn:zeeschelde:2250:event-receiver-deployment,receiver intended coordinates,"latitude: 51.04231, longitude: 4.09450",""
etn:zeeschelde:2250:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:2250:event-receiver-deployment,receiver status,lost,""
etn:zeeschelde:2250:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2250:event-receiver-deployment,receiver id,VR2W-113521,""
etn:zeeschelde:2251:event-receiver-deployment,receiver drop dead date,2017-06-20,""
etn:zeeschelde:2251:event-receiver-deployment,receiver intended coordinates,"latitude: 51.01680, longitude: 3.92527",""
etn:zeeschelde:2251:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2251:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2251:event-receiver-deployment,receiver id,VR2W-115438,""
etn:zeeschelde:2252:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2252:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03955, longitude: 4.16605",""
etn:zeeschelde:2252:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:zeeschelde:2252:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2252:event-receiver-deployment,receiver id,VR2W-115444,""
etn:zeeschelde:2253:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2253:event-receiver-deployment,receiver id,VR2W-122322,""
etn:zeeschelde:2253:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2253:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02032, longitude: 3.96965",""
etn:zeeschelde:2253:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2254:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:2254:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2254:event-receiver-deployment,receiver intended coordinates,"latitude: 51.04340, longitude: 4.04783",""
etn:zeeschelde:2254:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2254:event-receiver-deployment,receiver id,VR2W-122325,""
etn:zeeschelde:2255:event-receiver-deployment,receiver drop dead date,2017-02-23,""
etn:zeeschelde:2255:event-receiver-deployment,receiver intended coordinates,"latitude: 51.03203, longitude: 4.18166",""
etn:zeeschelde:2255:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2255:event-receiver-deployment,receiver id,VR2W-122363,""
etn:zeeschelde:2255:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2256:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2256:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2256:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2256:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:2256:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2257:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2257:event-receiver-deployment,receiver intended coordinates,"latitude: 51.07363, longitude: 4.19007",""
etn:zeeschelde:2257:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2257:event-receiver-deployment,receiver id,VR2W-122336,""
etn:zeeschelde:2257:event-receiver-deployment,receiver drop dead date,2017-12-27,""
etn:zeeschelde:2258:event-receiver-deployment,receiver drop dead date,2017-12-27,""
etn:zeeschelde:2258:event-receiver-deployment,receiver id,VR2W-122336,""
etn:zeeschelde:2258:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2258:event-receiver-deployment,receiver intended coordinates,"latitude: 51.07363, longitude: 4.19007",""
etn:zeeschelde:2258:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2268:event-receiver-deployment,receiver intended coordinates,"latitude: 51.30305, longitude: 4.28731",""
etn:zeeschelde:2268:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2268:event-receiver-deployment,receiver id,VR2W-127732,""
etn:zeeschelde:2268:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2268:event-receiver-deployment,receiver drop dead date,2017-08-02,""
etn:zeeschelde:2269:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2269:event-receiver-deployment,receiver id,VR2W-112286,""
etn:zeeschelde:2269:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2269:event-receiver-deployment,receiver intended coordinates,"latitude: 51.14993, longitude: 4.58453",""
etn:zeeschelde:2269:event-receiver-deployment,receiver drop dead date,2018-09-15,""
etn:zeeschelde:2271:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2271:event-receiver-deployment,receiver drop dead date,2017-06-16,""
etn:zeeschelde:2271:event-receiver-deployment,receiver id,VR2W-113526,""
etn:zeeschelde:2271:event-receiver-deployment,receiver intended coordinates,"latitude: 51.02347, longitude: 3.78826",""
etn:zeeschelde:2271:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2272:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2272:event-receiver-deployment,receiver drop dead date,2017-06-23,""
etn:zeeschelde:2272:event-receiver-deployment,receiver intended coordinates,"latitude: 51.11731, longitude: 4.54958",""
etn:zeeschelde:2272:event-receiver-deployment,receiver id,VR2W-115429,""
etn:zeeschelde:2272:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2273:event-receiver-deployment,receiver drop dead date,2017-06-24,""
etn:zeeschelde:2273:event-receiver-deployment,receiver intended coordinates,"latitude: 51.10507, longitude: 4.14106",""
etn:zeeschelde:2273:event-receiver-deployment,receiver id,VR2W-115435,""
etn:zeeschelde:2273:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2273:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2274:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2274:event-receiver-deployment,receiver drop dead date,2017-06-23,""
etn:zeeschelde:2274:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2274:event-receiver-deployment,receiver intended coordinates,"latitude: 51.13594, longitude: 4.59381",""
etn:zeeschelde:2274:event-receiver-deployment,receiver id,VR2W-122357,""
etn:zeeschelde:2275:event-receiver-deployment,receiver intended coordinates,"latitude: 51.29646, longitude: 4.28570",""
etn:zeeschelde:2275:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2275:event-receiver-deployment,receiver id,VR2W-127728,""
etn:zeeschelde:2275:event-receiver-deployment,receiver drop dead date,2017-08-02,""
etn:zeeschelde:2275:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2276:event-receiver-deployment,receiver status,available,""
etn:zeeschelde:2276:event-receiver-deployment,receiver intended coordinates,"latitude: 51.30305, longitude: 4.28731",""
etn:zeeschelde:2276:event-receiver-deployment,receiver id,VR2W-127732,""
etn:zeeschelde:2276:event-receiver-deployment,receiver drop dead date,2017-08-02,""
etn:zeeschelde:2276:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2291:event-receiver-deployment,receiver intended coordinates,"latitude: 51.07183, longitude: 4.45474",""
etn:zeeschelde:2291:event-receiver-deployment,receiver drop dead date,2017-06-23,""
etn:zeeschelde:2291:event-receiver-deployment,receiver status,broken,""
etn:zeeschelde:2291:event-receiver-deployment,receiver id,VR2W-112296,""
etn:zeeschelde:2291:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2294:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2294:event-receiver-deployment,receiver drop dead date,2017-02-22,""
etn:zeeschelde:2294:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2294:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2294:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2295:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2295:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2295:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2295:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2295:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2296:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2296:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2296:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2296:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2296:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2471:event-receiver-deployment,receiver id,VR2W-112287,""
etn:zeeschelde:2471:event-receiver-deployment,receiver status,active,""
etn:zeeschelde:2471:event-receiver-deployment,receiver type,acoustic telemetry,""
etn:zeeschelde:2471:event-receiver-deployment,receiver intended coordinates,"latitude: 51.00588, longitude: 3.77876",""
etn:zeeschelde:2471:event-receiver-deployment,receiver drop dead date,2018-01-11,""
etn:zeeschelde:2567:event-receiver-deployment,receiver drop dead date,2018-06-15,""
etn:zeeschelde:2567:event-receiver-deployment,receiver id,VR2W-115435,""
etn:zeeschelde:2567:event-receiver-deployment,receiver status,active,""
