type,modified,language,license,rightsholder,institutioncode,datasetid,datasetname,basisofrecord,eventid,samplingprotocol,eventdate,locality,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:644:event-capture,double fyke nets,2015-05-21T12:42:17Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:644:event-release,release,2015-05-21T13:12:17Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:644:event-surgery,surgery,2015-05-21T00:00:00Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:646:event-capture,double fyke nets,2015-05-22T10:23:23Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:646:event-release,release,2015-05-22T10:53:23Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:646:event-surgery,surgery,2015-05-22T00:00:00Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:647:event-capture,double fyke nets,2015-05-22T09:58:42Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:647:event-release,release,2015-05-22T10:28:42Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:647:event-surgery,surgery,2015-05-22T00:00:00Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:648:event-capture,double fyke nets,2015-05-21T12:30:41Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:648:event-release,release,2015-05-21T13:00:41Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2016-02-02T11:28:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,INBO,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:2015_phd_verhelst:648:event-surgery,surgery,2015-05-21T00:00:00Z,Dijle (weir Mechelen Nekkerspoel),51.02484,4.49521,WGS84,30
Event,2019-04-12T06:49:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:homarus:251:event-capture,capture by hand while diving,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30
Event,2019-04-12T06:49:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:homarus:251:event-release,release,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30
Event,2019-04-12T06:49:44Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:homarus:251:event-surgery,surgery,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30
Event,2019-04-12T06:49:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:homarus:252:event-capture,capture by hand while diving,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30
Event,2019-04-12T06:49:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:homarus:252:event-release,release,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30
Event,2019-04-12T06:49:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:homarus:252:event-surgery,surgery,2014-09-04T00:00:00Z,Reefballs Belwind,51.70442,2.8125,WGS84,30
Event,2019-04-25T13:51:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:663:event-capture,line fishing,2010-08-06T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-25T13:51:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:663:event-release,release,2010-06-08T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-25T13:51:32Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:663:event-surgery,surgery,2010-06-08T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:32:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:664:event-capture,line fishing,2010-08-06T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:32:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:664:event-release,release,2010-06-08T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:32:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:664:event-surgery,surgery,2010-06-08T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:34:43Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:665:event-capture,line fishing,2010-08-06T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:34:43Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:665:event-release,release,2010-06-08T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:34:43Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:665:event-surgery,surgery,2010-06-08T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:35:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:666:event-capture,line fishing,2010-08-06T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:35:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:666:event-release,release,2010-06-08T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:35:04Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:666:event-surgery,surgery,2010-06-08T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:33:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:667:event-capture,line fishing,2010-08-06T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:33:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:667:event-release,release,2010-06-08T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:33:28Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:667:event-surgery,surgery,2010-06-08T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-10-04T09:53:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:668:event-capture,line fishing,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.548,2.9295,WGS84,30
Event,2016-10-04T09:53:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:668:event-release,release,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:53:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:668:event-surgery,surgery,2010-09-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-08-22T15:32:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:669:event-capture,line fishing,2010-08-06T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:32:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:669:event-release,release,2010-06-08T14:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-08-22T15:32:17Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:669:event-surgery,surgery,2010-06-08T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-10-04T09:54:31Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:670:event-capture,line fishing,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:54:31Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:670:event-release,release,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:54:31Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:670:event-surgery,surgery,2010-09-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:55:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:671:event-capture,line fishing,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:55:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:671:event-release,release,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:55:09Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:671:event-surgery,surgery,2010-09-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:55:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:672:event-capture,line fishing,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:55:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:672:event-release,release,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:55:59Z,en,http://creativecommons.org/publicdomain/zero/1.0/,MARBIOL,MARBIOL,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:672:event-surgery,surgery,2010-09-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-09-15T15:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:673:event-capture,line fishing,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-09-15T15:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:673:event-release,release,2010-09-08T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-09-15T15:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:673:event-surgery,surgery,2010-09-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2019-04-12T07:06:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:674:event-capture,line fishing,2011-07-27T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2019-04-12T07:06:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:674:event-release,release,2011-07-27T11:30:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2019-04-12T07:06:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:674:event-surgery,surgery,2011-07-27T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:56:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:675:event-capture,line fishing,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:56:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:675:event-release,release,2010-08-09T13:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:56:56Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:675:event-surgery,surgery,2010-09-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:57:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:676:event-capture,line fishing,2010-08-11T10:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:57:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:676:event-release,release,2010-08-11T10:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:57:25Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:676:event-surgery,surgery,2010-11-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2019-04-11T06:29:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:677:event-capture,line fishing,2010-10-01T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-11T06:29:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:677:event-release,release,2010-10-01T13:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-11T06:29:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:677:event-surgery,surgery,2010-01-10T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:678:event-capture,line fishing,2011-07-27T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:678:event-release,release,2011-07-27T11:30:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-02-02T11:48:40Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:678:event-surgery,surgery,2011-07-27T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:58:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:679:event-capture,line fishing,2010-08-11T10:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:58:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:679:event-release,release,2010-08-11T10:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:58:34Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:679:event-surgery,surgery,2010-11-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:59:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:680:event-capture,line fishing,2010-08-11T10:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:59:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:680:event-release,release,2010-08-11T10:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2016-10-04T09:59:10Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:680:event-surgery,surgery,2010-11-08T00:00:00Z,wind turbine D6 C-Power,51.55067,2.92367,WGS84,30
Event,2019-04-11T06:29:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:681:event-capture,line fishing,2010-10-01T13:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-11T06:29:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:681:event-release,release,2010-10-01T13:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-11T06:29:21Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:681:event-surgery,surgery,2010-01-10T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-25T13:59:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:682:event-capture,line fishing,2010-10-01T13:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-25T13:59:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:682:event-release,release,2010-10-01T13:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-25T13:59:45Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:682:event-surgery,surgery,2010-01-10T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
Event,2019-04-11T06:29:41Z,en,http://creativecommons.org/publicdomain/zero/1.0/,VLIZ,VLIZ,"",Acoustic telemetry data of fish in the Scheldt river basin and the Belgian Part of the North Sea (BPNS),HumanObservation,etn:phd_reubens:683:event-capture,line fishing,2010-10-01T00:00:00Z,wind turbine D5 C-Power,51.548,2.9295,WGS84,30
